SYST_TRAJ_ID,FLPL_CALL_SIGN,FLPL_NUMB,FLPL_AIRC_TYPE,REQS_FLGT_LEVL,FLPL_DEPR_AIRP,FLPL_ARRV_AIRP,TRANSIT,MODES_ADRESS,FILE_DATE,frontiere_algerienne,premier_plot
202403190011126,SWR8T,544035.0,A333,,LSZH,KORD,,4921476.0,20240319,False,1246
202403190012102,BAW984,536057.0,A320,,EGLL,EDDB,,4215893.0,20240319,False,1316
202403190018749,AFR45DY,539645.0,A321,,LFPG,LFRB,,3748644.0,20240319,False,1630
202403190021907,VLG48FA,533640.0,A320,,LEBL,LEMH,,3425488.0,20240319,False,1915
202403190022455,CXI44WP,545046.0,B738,,GCRR,EDDV,,5054932.0,20240319,False,1952
202403190001871,RYR46XL,553649.0,B738,,EIDW,LGAV,,5023669.0,20240319,False,0653
202403190001989,ENT53UG,554074.0,B738,,LFPG,LIMF,,4756005.0,20240319,False,0702
202403190002362,AEA67YQ,535880.0,B738,,LEMD,LIMC,,3429313.0,20240319,False,0725
202403190002667,DLA8XA,545517.0,E195,,EDDF,LIRQ,,3147092.0,20240319,False,0743
202403190005020,MODEA_5452,,,,,,,,20240319,False,0917
202403190005310,DLH8AA,554008.0,CRJ9,,EDDF,EDDV,,3951974.0,20240319,False,0927
202403190005785,IGREI,,,,,,,3146498.0,20240319,False,0941
202403190006757,DLH440,558401.0,A346,,EDDF,KIAH,,3958032.0,20240319,False,1012
202403190006851,EXS53BN,540286.0,B738,,EGSS,GCTS,,4223353.0,20240319,False,1015
202403190008114,LOT2SN,547603.0,E195,,EDDF,EPWA,,4763040.0,20240319,False,1058
202403190010506,ABF2,558830.0,C25A,,GCLP,LFBD,,4600269.0,20240319,False,1226
202403190010977,AMX006,541617.0,B789,,LFPG,MMMX,,854225.0,20240319,False,1241
202403190013507,DLH498,529532.0,B748,,EDDF,MMMX,,3951395.0,20240319,False,1356
202403190013820,FJDSX,,,,,,,3717149.0,20240319,False,1405
202403190013954,MODEA_7000,,,,,,,,20240319,False,1408
202403190014495,SPAR70,556998.0,GLF5,,KADW,ETAR,,11407710.0,20240319,False,1422
202403190016707,FJJWA,,,,,,,3687133.0,20240319,False,1514
202403190016708,MODEA_5402,,,,,,,,20240319,False,1525
202403190019731,AEA64ZT,540864.0,B738,,LEMD,LEPA,,3424919.0,20240319,False,1709
202403190022490,AFR26TH,544251.0,E190,,LFLL,LFBD,,3769710.0,20240319,False,1954
202403190023799,GFA006,542178.0,B789,,EGLL,OBBI,,8994957.0,20240319,False,2202
202403190023822,UAE20,516957.0,A388,,EGCC,OMDB,,9004152.0,20240319,False,2208
202403190001037,DLH01A,553582.0,A320,,LFBO,EDDF,,3958327.0,20240319,False,0553
202403190002574,FHBYE,,,,,,,3770116.0,20240319,False,0737
202403190005368,UAE7AM,538558.0,A388,,OMDB,LEMD,,9003401.0,20240319,False,0928
202403190005713,UAL940,539974.0,B763,,KEWR,EGLL,,11065195.0,20240319,False,0939
202403190005843,JFA66K,555545.0,PC12,,LSGK,LFBZ,,5047004.0,20240319,False,0944
202403190007020,DEFBD,,,,,,,4002297.0,20240319,False,1020
202403190008325,PEV901,560581.0,E170,,EDNY,LSZR,,4457840.0,20240319,False,1105
202403190008340,AUA454,535248.0,A20N,,EGLL,LOWW,,4459691.0,20240319,False,1105
202403190008660,ETP71,,,,,,,4223883.0,20240319,False,1117
202403190008778,RYR2MQ,4733.0,B38M,,LEPA,EGSS,,5024043.0,20240319,False,1122
202403190009119,RYR5SQ,548795.0,B738,,EIDW,LIRF,,5022968.0,20240319,False,1134
202403190010660,OEXXO,,,,,,,4459523.0,20240319,False,1231
202403190011178,EJU596V,551465.0,A320,,LFBO,LFPO,,4456793.0,20240319,False,1248
202403190012833,GAC547K,560775.0,C510,,EGBB,LFMN,,4458502.0,20240319,False,1337
202403190014358,FBXJU,,,,,,,3693876.0,20240319,False,1418
202403190014470,DKSAB,,,,,,,4115321.0,20240319,False,1421
202403190018567,DLA1RW,538995.0,E195,,EDDF,LIML,,3146644.0,20240319,False,1624
202403190020175,MODEA_3413,,,,,,,,20240319,False,1728
202403190020809,THY1JZ,538390.0,A21N,,EGBB,LTFM,,4960871.0,20240319,False,1802
202403190022192,EJU16UT,552967.0,A320,,LIRF,LFPO,,4457015.0,20240319,False,1934
202403190023326,AFR46LR,543854.0,E190,,LFPG,LFLC,,3769696.0,20240319,False,2056
202403190001036,RYR5SW,541003.0,B738,,EDJA,GCTS,,5055100.0,20240319,False,0553
202403190002706,DECTE,,,,,,,4000738.0,20240319,False,0746
202403190003401,EZY39ZF,542501.0,A20N,,EGPF,LPFR,,4227071.0,20240319,False,0818
202403190003504,MODEA_7000,,,,,,,,20240319,False,0822
202403190003620,VLJ745Q,529571.0,H25B,,LFPB,LSGG,,3783927.0,20240319,False,0827
202403190004474,SAMU34,,,,,,,3775089.0,20240319,False,0859
202403190005327,OCN25W,537487.0,A320,,EDDF,GCLP,,3958457.0,20240319,False,0927
202403190005343,AFR52ER,544875.0,A320,,LFML,LFPG,,3794092.0,20240319,False,0928
202403190006287,MODEA_2460,,,,,,,,20240319,False,0958
202403190006858,JFA46Z,530879.0,PC24,,EGLF,EGWU,,5047002.0,20240319,False,1015
202403190007732,IDDRG,,,,,,,3147577.0,20240319,False,1043
202403190008534,CUCO314,,,,,,,3437450.0,20240319,False,1112
202403190010919,FHDFK,,,,,,,3771562.0,20240319,False,1239
202403190011360,VLG4EM,556390.0,A321,,GCRR,LFPO,,3429261.0,20240319,False,1254
202403190012232,MODEA_7000,,,,,,,,20240319,False,1320
202403190012341,GWEAT,,,,,,,4218663.0,20240319,False,1323
202403190012749,IBSAL,,,,,,,3147827.0,20240319,False,1334
202403190015355,PEG33,,,,,,,4947884.0,20240319,False,1446
202403190016094,WUK51ZX,536747.0,A21N,,EGKK,GMMX,,4227009.0,20240319,False,1507
202403190016317,SUI012,499025.0,CL60,,LSZB,EPRZ,,4947780.0,20240319,False,1514
202403190016429,FGKQZ,,,,,,,3746329.0,20240319,False,1517
202403190018368,AEE713,534429.0,A320,,LEBL,LGAV,,4624833.0,20240319,False,1617
202403190020256,THY84Q,547857.0,B38M,,LEVC,LTFM,,4960356.0,20240319,False,1732
202403190023296,NOZ19S,551156.0,B738,,EGKK,ENBR,,4693735.0,20240319,False,2053
202403190000825,UAE7,506892.0,A388,,OMDB,EGLL,,9004146.0,20240319,False,0529
202403190002290,DLH7EE,554218.0,A320,,EDDF,EDDB,,3958323.0,20240319,False,0720
202403190002422,KLM1721,533951.0,E295,,EHAM,EBBR,,4744431.0,20240319,False,0728
202403190006286,SAS4697,542871.0,A20N,,ENGM,GCLP,,4901539.0,20240319,False,0958
202403190007237,MODEA_7000,,,,,,,,20240319,False,1027
202403190007505,FJRNE,,,,,,,3772380.0,20240319,False,1036
202403190008016,BAW86LH,547966.0,A320,,LEMD,EGLL,,4595564.0,20240319,False,1054
202403190009144,SVA926,558680.0,B744,,EDDF,OEJN,,5055600.0,20240319,False,1136
202403190009564,ANE54AJ,551751.0,CRJX,,LFML,LEMD,,3424661.0,20240319,False,1152
202403190013400,FHCMD,,,,,,,3770755.0,20240319,False,1353
202403190013440,MODEA_7000,,,,,,,,20240319,False,1354
202403190013948,FHFGA,,,,,,,3773632.0,20240319,False,1408
202403190017339,MODEA_7000,,,,,,,,20240319,False,1544
202403190018164,AFR86XF,539140.0,A320,,LEMD,LFPG,,3746541.0,20240319,False,1610
202403190019107,BAW796K,538003.0,A319,,EGLL,LSGG,,4196529.0,20240319,False,1646
202403190019534,FGAVN,,,,,,,3736237.0,20240319,False,1702
202403190019668,HBQXH,,,,,,,4926621.0,20240319,False,1705
202403190019788,RYR7NL,541034.0,B738,,EHEH,LPFR,,5023584.0,20240319,False,1712
202403190020605,EZY80GH,534676.0,A320,,EGGP,LSGG,,4222566.0,20240319,False,1749
202403190021036,SWR112E,547341.0,A320,,LSZH,EDDM,,4920850.0,20240319,False,1817
202403190023657,EZY81ZK,541087.0,A320,,LEAL,EGKK,,4222066.0,20240319,False,2136
202403190000762,EZS96RP,532378.0,A320,,LFSB,EDDB,,4921895.0,20240319,False,0519
202403190001839,BAW12TB,556952.0,B772,,KTPA,EGKK,,4196034.0,20240319,False,0651
202403190002162,FGVSU,,,,,,,3757652.0,20240319,False,0712
202403190004490,CFE75A,536565.0,E190,,EGLC,EGAC,,4221805.0,20240319,False,0900
202403190007110,FHFMT,,,,,,,3773843.0,20240319,False,1023
202403190010255,OOKWI,,,,,,,4501225.0,20240319,False,1217
202403190010257,SWR447G,551974.0,A320,,LSZH,LOWW,,4920814.0,20240319,False,1217
202403190010464,CFG2114,539961.0,A339,,EDDF,MMUN,,3963462.0,20240319,False,1224
202403190010975,FGCGA,497304.0,BE9L,,EBBR,LIMC,,3737792.0,20240319,False,1241
202403190014820,ECNZS,,,,,,,3437833.0,20240319,False,1431
202403190015372,DLH4KX,553573.0,A320,,LIRN,EDDF,,3958611.0,20240319,False,1446
202403190016241,DEOFP,,,,,,,4008497.0,20240319,False,1512
202403190016622,OEEMI,531524.0,PC12,,LOWW,LFMV,,4459927.0,20240319,False,1523
202403190016769,ROF126,563213.0,C27J,,ETAR,LROP,,4863402.0,20240319,False,1526
202403190017245,JFA14V,561824.0,PC12,,LFSM,LSGG,,5047004.0,20240319,False,1540
202403190018010,KAL517,562042.0,B748,,EHAM,EDDF,,7454243.0,20240319,False,1604
202403190018542,SHT9W,538792.0,A319,,EGPH,EGLL,,4196530.0,20240319,False,1623
202403190020139,RYR77ZC,537035.0,B38M,,EGSS,LPFR,,5025355.0,20240319,False,1727
202403190020165,AFR1489,535385.0,E190,,LFRS,LFLL,,3769712.0,20240319,False,1728
202403190020932,MODEA_7000,,,,,,,,20240319,False,1810
202403190022350,MODEA_7000,,,,,,,,20240319,False,1945
202403190006965,VLG9VN,549176.0,A21N,,LEZL,LEBL,,3437392.0,20240319,False,1018
202403190007587,AFR639,557571.0,A359,,OMAA,LFPG,,3788563.0,20240319,False,1039
202403190008157,ANA204,559316.0,B789,,EDDF,RJTT,,8841114.0,20240319,False,1059
202403190009057,DLA2PP,536000.0,E190,,EDDF,EPKT,,3148211.0,20240319,False,1132
202403190010427,VLG9BJ,551088.0,A20N,,LEBL,LEAS,,3432586.0,20240319,False,1223
202403190011456,MODEA_6253,,,,,,,,20240319,False,1256
202403190012193,EAP35A,562106.0,PA34,,LFMP,LFMT,,3785921.0,20240319,False,1318
202403190012368,OEXHY,,,,,,,4459715.0,20240319,False,1324
202403190013415,BAW460M,548665.0,A320,,EGLL,LEMD,,4221502.0,20240319,False,1353
202403190015636,FCVAT,,,,,,,3730139.0,20240319,False,1454
202403190015658,CFE9761,561286.0,E190,,EGTE,EGLC,,4225435.0,20240319,False,1455
202403190015694,RAFUT75,,,,,,,3786088.0,20240319,False,1456
202403190016636,MODEA_6022,,,,,,,,20240319,False,1523
202403190016843,MTL928C,559382.0,SF34,,LKMT,LEZG,,5254178.0,20240319,False,1528
202403190017550,MODEA_7050,,,,,,,,20240319,False,1550
202403190018349,BAW13MR,542745.0,A319,,LFML,EGLL,,4196471.0,20240319,False,1617
202403190021438,FHBKT,,,,,,,3769683.0,20240319,False,1840
202403190021739,EZS32RZ,535206.0,A320,,LEAL,LFSB,,4921895.0,20240319,False,1902
202403190021961,MODEA_5007,,,,,,,,20240319,False,1919
202403190022044,DLH4XV,554082.0,A320,,ENGM,EDDF,,3958593.0,20240319,False,1923
202403190022362,DCAWO,555122.0,C56X,,LFSB,EDDS,,3981898.0,20240319,False,1946
202403190022857,UNI137,561371.0,LJ45,,EHAM,EDDK,,3995178.0,20240319,False,2017
202403190001183,LXDCC,531582.0,PC24,,LFBD,EBLG,,5046999.0,20240319,False,0606
202403190003759,MAE51,,,,,,,3896620.0,20240319,False,0832
202403190004257,FHFMU,,,,,,,3773844.0,20240319,False,0852
202403190006707,DGWIT,528787.0,PA34,,LHJK,EDRK,,4049139.0,20240319,False,1011
202403190007624,RYR49WZ,554104.0,B38M,,EGCC,LPFR,,5025271.0,20240319,False,1040
202403190007938,EDL5,559056.0,EC35,,ZZZZ,EDJA,,4052686.0,20240319,False,1051
202403190009103,DLH1424,552927.0,A320,,EDDF,LATI,,3958446.0,20240319,False,1134
202403190011101,NAK727,555512.0,TB20,,LFLW,LFLN,,3748366.0,20240319,False,1245
202403190011403,RYR59EE,533510.0,B738,,GCLP,EDJA,,5054959.0,20240319,False,1255
202403190012446,HBPRL,,,,,,,4925793.0,20240319,False,1326
202403190012541,DLH8RM,546806.0,A320,,EDDM,EDDL,,3958500.0,20240319,False,1329
202403190013893,FJGTX,,,,,,,3680733.0,20240319,False,1407
202403190016261,DLH2VX,554255.0,A320,,EDDF,EIDW,,3958596.0,20240319,False,1512
202403190016644,APP562,550997.0,E145,,LIMC,LFMN,,5270592.0,20240319,False,1523
202403190018498,VIR251,549140.0,B789,,ZSPD,EGLL,,4222669.0,20240319,False,1622
202403190018819,OCO316T,,,,,,,4490371.0,20240319,False,1633
202403190019920,EJU48MG,539825.0,A320,,LIMC,EGKK,,4456584.0,20240319,False,1716
202403190020629,SKYHWK1,,,,,,,12587633.0,20240319,False,1751
202403190020711,SAMU73,,,,,,,3779656.0,20240319,False,1756
202403190023846,RYR1YW,552469.0,B738,,LPPT,EIDW,,5023545.0,20240319,False,2214
202403190001242,VLG96UP,549864.0,A320,,LIRF,EGKK,,3424410.0,20240319,False,0611
202403190003631,AFR58YK,528224.0,E190,,LFPG,LFSB,,3769697.0,20240319,False,0827
202403190003673,PGC34U,,,,,,,4505705.0,20240319,False,0829
202403190006810,NJE224M,557714.0,C68A,,LSGG,LFPB,,4796469.0,20240319,False,1014
202403190007398,RYR2FX,540821.0,B738,,GCRR,EGPH,,5025747.0,20240319,False,1032
202403190008088,FHPHX,530586.0,H25B,,LSGG,EPKK,,3783927.0,20240319,False,1057
202403190008363,RYR55BR,534193.0,B738,,LEMG,EIDW,,5023761.0,20240319,False,1106
202403190008655,AFR89YZ,529681.0,E190,,EGBB,LFPG,,3769696.0,20240319,False,1117
202403190008909,MODEA_3601,,,,,,,,20240319,False,1127
202403190009566,RYR30AK,552123.0,B738,,EFHK,LIME,,5055008.0,20240319,False,1152
202403190011335,FGTPZ,,,,,,,3755513.0,20240319,False,1253
202403190012493,EWG7642,532829.0,A320,,EDDH,LPFR,,5055567.0,20240319,False,1327
202403190012801,WUK234,535169.0,A21N,,EGGW,LTAI,,4226372.0,20240319,False,1336
202403190013100,SAMU34,,,,,,,3775089.0,20240319,False,1345
202403190013578,ITLFA,,,,,,,3147940.0,20240319,False,1358
202403190014055,FHEJB,,,,,,,3772705.0,20240319,False,1410
202403190014596,VLG60AA,534176.0,A320,,LEMH,LEBL,,3438081.0,20240319,False,1425
202403190015520,FJKMF,,,,,,,3720412.0,20240319,False,1450
202403190017618,DLH51V,553911.0,A319,,EDDF,LFLL,,3957832.0,20240319,False,1551
202403190020453,AFR1545,540924.0,E170,,LFML,LFLL,,3770092.0,20240319,False,1742
202403190020567,DAH1037,538573.0,B736,,LFLL,DAAG,,655397.0,20240319,False,1747
202403190000112,ELY004,531084.0,B789,,KJFK,LLBG,,7569601.0,20240319,False,0000
202403190000509,TAY5TR,539912.0,B738,,LFPG,EDDS,,4459311.0,20240319,False,0408
202403190001048,DAL98,556730.0,A333,,KDTW,LFPG,,11209373.0,20240319,False,0554
202403190001216,HBZHY,,,,,,,4932306.0,20240319,False,0609
202403190004179,AFR37QT,546821.0,A318,,LFMN,LFPO,,3756241.0,20240319,False,0849
202403190006235,FBLKK,,,,,,,3681610.0,20240319,False,0956
202403190006705,THY3QM,534286.0,A21N,,EDDS,LTFM,,4960912.0,20240319,False,1011
202403190007512,EZY2649,534942.0,A320,,LSGG,EGHH,,4219965.0,20240319,False,1036
202403190008458,SAMU41,,,,,,,3770611.0,20240319,False,1110
202403190008801,VLG43JM,546145.0,A320,,LEBL,LIMC,,3425487.0,20240319,False,1123
202403190009232,MODEA_4471,,,,,,,,20240319,False,1139
202403190009695,OYO5,524145.0,P180,,LFBD,LFPB,,3789226.0,20240319,False,1157
202403190010522,RYR23XR,548041.0,B738,,EBCI,LIRP,,5055002.0,20240319,False,1226
202403190013298,HBSBD,,,,,,,4927397.0,20240319,False,1351
202403190014333,FGCNG,,,,,,,3738022.0,20240319,False,1418
202403190014684,NOS197,534843.0,B789,,MMUN,LIRF,,5023994.0,20240319,False,1427
202403190014761,DLA4RP,549406.0,E190,,EPKT,EDDF,,3148211.0,20240319,False,1429
202403190017420,TVF8602,536995.0,B738,,LFPO,DTTJ,,3761396.0,20240319,True,1546
202403190018239,MODEA_4451,,,,,,,,20240319,False,1613
202403190018864,FGSHS,,,,,,,3754226.0,20240319,False,1635
202403190019838,FGTZS,,,,,,,3755826.0,20240319,False,1713
202403190022550,IBS37NQ,548352.0,A320,,EKCH,LEMD,,3413634.0,20240319,False,1958
202403190000350,ELY002,501474.0,B789,,KJFK,LLBG,,7569600.0,20240319,False,0306
202403190000394,DLH501,531705.0,A343,,SBGL,EDDF,,3958007.0,20240319,False,0325
202403190003033,QTR38U,534393.0,A359,,LEBL,OTHH,,434444.0,20240319,False,0802
202403190003193,NOZ9CQ,551287.0,B738,,ENGM,LEAL,,4687795.0,20240319,False,0810
202403190004395,EJU91KH,541300.0,A320,,LEBL,LIMC,,4457554.0,20240319,False,0857
202403190005435,FMY8570,,,,,,,3770030.0,20240319,False,0930
202403190005965,MODEA_20,,,,,,,,20240319,False,0948
202403190007993,DLH7ET,553277.0,A321,,EDDF,LGAV,,3957911.0,20240319,False,1053
202403190008665,TCKLY,531739.0,GL5T,,EGKB,LTFM,,4959641.0,20240319,False,1118
202403190009313,VOE418,558641.0,A320,,LFML,LIEO,,3434057.0,20240319,False,1142
202403190011894,FHOPI,,,,,,,3783144.0,20240319,False,1310
202403190014179,MODEA_7000,,,,,,,,20240319,False,1414
202403190014383,DEYLA,,,,,,,4015398.0,20240319,False,1419
202403190017441,FAYME,,,,,,,3754747.0,20240319,False,1546
202403190017721,MDAWN,560358.0,BE20,,EIWF,EBBR,,4344725.0,20240319,False,1555
202403190018818,FJFXP,,,,,,,3730972.0,20240319,False,1633
202403190019414,LGL5782,532449.0,DH8D,,ESSA,ELLX,,5046484.0,20240319,False,1657
202403190019814,RGA12,,,,,,,4932566.0,20240319,False,1713
202403190020087,DSF99IS,527326.0,F900,,LFMI,LFBD,,3746252.0,20240319,False,1724
202403190023347,EJU91XM,542860.0,A320,,EGKK,LPPT,,4456969.0,20240319,False,2058
202403190023911,BCS7019,10018914.0,,,LIPO,EBBR,,3961008.0,20240319,False,2231
202403190002106,RYR48DY,542657.0,B738,,EIDW,LPPT,,5024992.0,20240319,False,0709
202403190005311,HBFPC,495867.0,PC12,,EDDG,LSZR,,4918972.0,20240319,False,0927
202403190005320,IAPCE,,,,,,,3146549.0,20240319,False,0927
202403190008211,NOZ15U,546684.0,B738,,EGKK,ENBR,,4693735.0,20240319,False,1101
202403190008218,FGNEP,,,,,,,3749007.0,20240319,False,1101
202403190009962,VIR131,559728.0,A333,,EGLL,TBPB,,4219933.0,20240319,False,1206
202403190010349,MODES_3776300,,,,,,,3776300.0,20240319,False,1220
202403190010560,FHBFO,,,,,,,3769518.0,20240319,False,1227
202403190012230,GWI1XK,549667.0,A319,,EDDS,EDDB,,3950830.0,20240319,False,1319
202403190012461,FJVUR,,,,,,,3720124.0,20240319,False,1326
202403190012516,BEL6UA,550404.0,A319,,ESSA,EBBR,,4509295.0,20240319,False,1328
202403190014232,OCN5RP,548406.0,A320,,EDDF,LEPA,,3958451.0,20240319,False,1415
202403190014839,BLT386C,561145.0,C172,,LFPN,LFRG,,3783018.0,20240319,False,1431
202403190015287,CAZ101,556586.0,F2TH,,LIPX,LSGG,,4920643.0,20240319,False,1444
202403190015862,DENES,,,,,,,4007798.0,20240319,False,1501
202403190018845,DHDTC,,,,,,,4054140.0,20240319,False,1634
202403190021291,TAP1243,537848.0,A20N,,LKPR,LPPT,,4805318.0,20240319,False,1833
202403190022949,RYR7MF,536511.0,B38M,,EBBR,LEBL,,5025216.0,20240319,False,2024
202403190023510,WMT2197,548738.0,A21N,,HESH,LIMC,,5055630.0,20240319,False,2117
202403190023806,TAY2SF,551148.0,B738,,LROP,LFPG,,4459695.0,20240319,False,2204
202403190001912,DLH877,553680.0,A319,,ENBR,EDDF,,3958156.0,20240319,False,0657
202403190003005,S5BBG,531149.0,C550,,LESU,EBCI,,5270679.0,20240319,False,0800
202403190004115,BEL2JZ,558367.0,A319,,EBBR,ESSA,,4509295.0,20240319,False,0846
202403190005559,FJKQS,,,,,,,3699420.0,20240319,False,0935
202403190005797,VLG1MW,535459.0,A320,,LPPR,LEBL,,3425941.0,20240319,False,0942
202403190007461,ECA2JP,,,,,,,4081609.0,20240319,False,1034
202403190007754,EXS5YK,538913.0,A21N,,EGCC,GCTS,,4226795.0,20240319,False,1044
202403190008498,HBYOY,,,,,,,4931812.0,20240319,False,1111
202403190009400,CAIMN21,,,,,,,4169132.0,20240319,False,1145
202403190009728,MODEA_7000,,,,,,,,20240319,False,1158
202403190011095,FJFVB,,,,,,,3730780.0,20240319,False,1245
202403190012137,NATO10,,,,,,,5047233.0,20240319,False,1317
202403190012138,BAW308,535787.0,A20N,,EGLL,LFPG,,4225526.0,20240319,False,1317
202403190015136,OOSTZ,,,,,,,4509338.0,20240319,False,1439
202403190016279,RYR4KG,539169.0,B38M,,LIME,LICJ,,5055691.0,20240319,False,1513
202403190016298,FHBAI,562681.0,P180,,LFPB,LFRU,,3769352.0,20240319,False,1513
202403190018333,WMT67PA,550011.0,A21N,,LROP,LEAL,,5055783.0,20240319,False,1616
202403190018583,MODEA_6004,,,,,,,,20240319,False,1624
202403190020530,DUKE31,559692.0,BE20,,ETAD,ETNG,,11404289.0,20240319,False,1745
202403190023182,LGL5436,544996.0,DH8D,,EKCH,ELLX,,5046485.0,20240319,False,2043
202403190023402,UNI131,588543.0,LJ45,,LEVC,EDDK,,3981316.0,20240319,False,2105
202403190000557,ETD72E,555833.0,B78X,,OMAA,EIDW,,9004349.0,20240319,False,0426
202403190001255,AEA6006,538186.0,B738,,LEPA,LEBL,,3425475.0,20240319,False,0604
202403190003877,CCM35AT,547315.0,A20N,,LFPO,LFKB,,3792197.0,20240319,False,0837
202403190005088,SWR579Y,535022.0,BCS3,,EIDW,LSZH,,4921337.0,20240319,False,0919
202403190005734,MODEA_7000,,,,,,,,20240319,False,0940
202403190007796,HBORA,,,,,,,4925106.0,20240319,False,1045
202403190009375,DEFJJ,,,,,,,4002511.0,20240319,False,1144
202403190009515,AFR74YR,530085.0,E170,,LFPG,LFRN,,3770088.0,20240319,False,1149
202403190009587,HERKY25,560298.0,C30J,,ETAD,ETAR,,11423249.0,20240319,False,1153
202403190012180,MODEA_3432,,,,,,,,20240319,False,1318
202403190013225,AFR1707,531365.0,E190,,LFBO,LFLL,,3769709.0,20240319,False,1349
202403190017914,FHFMU,,,,,,,3773844.0,20240319,False,1601
202403190018296,VKG1305,551415.0,A321,,GCTS,EFHK,,4575333.0,20240319,False,1615
202403190019400,RGA06,,,,,,,4932562.0,20240319,False,1657
202403190019681,FGPJL,,,,,,,3751211.0,20240319,False,1707
202403190020048,RYR394K,553438.0,B38M,,LPPR,ELLX,,5025086.0,20240319,False,1723
202403190020133,N4068Q,,,,,,,10798698.0,20240319,False,1726
202403190020478,UPS9,,,,,,,11010849.0,20240319,False,1743
202403190022040,WZZ9459,534663.0,A21N,,GCFV,EPWA,,4661052.0,20240319,False,1923
202403190022290,N262CD,564980.0,SR20,,LFEY,LFRS,,10651297.0,20240319,False,1940
202403190022485,SWT5782,537518.0,B738,,LFKB,LFML,,3437774.0,20240319,False,1954
202403190001697,BTI6WU,533224.0,BCS3,,EYVI,GCTS,,5254468.0,20240319,False,0641
202403190006805,ISSKK,,,,,,,3146472.0,20240319,False,1013
202403190006839,EXS72LK,545042.0,B738,,EGNX,LEAL,,4226638.0,20240319,False,1014
202403190007269,FHDGO,,,,,,,3771598.0,20240319,False,1028
202403190008115,CHOUC74,,,,,,,3845122.0,20240319,False,1058
202403190008154,MODEA_7072,,,,,,,,20240319,False,1059
