SYST_TRAJ_ID,FLPL_CALL_SIGN,FLPL_NUMB,FLPL_AIRC_TYPE,REQS_FLGT_LEVL,FLPL_DEPR_AIRP,FLPL_ARRV_AIRP,TRANSIT,MODES_ADRESS,FILE_DATE,frontiere_algerienne,premier_plot
202403200001114,AAL62,589253.0,B772,,KMIA,LFPG,,11194899.0,20240320,False,0559
202403200001217,BAW216,589092.0,B788,,KIAD,EGLL,,4221599.0,20240320,False,0606
202403200001777,EJU1763,565021.0,A319,,LFMN,GMME,,4456816.0,20240320,False,0643
202403200003635,VLG5WZ,570427.0,A20N,,LEBL,LEZL,,3432721.0,20240320,False,0819
202403200004882,PGT6CY,590223.0,B738,,LTFJ,EDDF,,4951618.0,20240320,False,0901
202403200005738,WMT2BU,579042.0,A321,,LIMF,LATI,,4661091.0,20240320,False,0926
202403200005933,FJBSA,,,,,,,3714109.0,20240320,False,0931
202403200006499,AMC479,572058.0,A20N,,LFPG,LMML,,5054940.0,20240320,False,0946
202403200007026,RYR75JG,577103.0,B738,,LIRF,EBBR,,5055076.0,20240320,False,1000
202403200008617,SIA25,591668.0,B77W,,EDDF,WSSS,,7786229.0,20240320,False,1045
202403200010339,DLH5RL,586085.0,A20N,,EGLL,EDDM,,3958231.0,20240320,False,1141
202403200010395,ITY061,573506.0,A20N,,LEMD,LIRF,,5025192.0,20240320,False,1143
202403200010859,TSC123,592207.0,A21N,,EGKK,CYYZ,,12610170.0,20240320,False,1159
202403200011655,EJU75AP,577159.0,A320,,LFPO,LIRP,,4457015.0,20240320,False,1227
202403200012150,ETP74,,,,,,,4223882.0,20240320,False,1244
202403200012664,ITY1653,569240.0,A320,,LIML,LIBD,,5024010.0,20240320,False,1259
202403200015266,FHBKF,,,,,,,3769669.0,20240320,False,1405
202403200015574,CERBR09,,,,,,,3845049.0,20240320,False,1412
202403200015964,FHRTZ,,,,,,,3786361.0,20240320,False,1421
202403200019983,MODEA_7040,,,,,,,,20240320,False,1606
202403200020488,EZY76AM,583059.0,A319,,LSGG,EGGW,,4219675.0,20240320,False,1621
202403200023442,RYR4GX,580709.0,B38M,,LIME,LICA,,5055303.0,20240320,False,1821
202403200024161,SHT7U,575543.0,A320,,EGPF,EGLL,,4218593.0,20240320,False,1909
202403200024555,RCH2024,594872.0,C5M,,EGPK,LTAG,,11404606.0,20240320,False,1936
202403200025055,EZS68CA,584597.0,A320,,LPPR,LSGG,,4921882.0,20240320,False,2009
202403200000107,NOS2421,542795.0,B38M,,GOBD,LIMC,,5025285.0,20240320,False,0000
202403200000485,RAM217,535109.0,B789,,OTHH,GMMN,,131391.0,20240320,False,0413
202403200001707,EWG1NT,568925.0,A20N,,EDDL,GCTS,,3954115.0,20240320,False,0638
202403200003290,VLG8618,588642.0,A321,,LEAS,LFPO,,3429210.0,20240320,False,0805
202403200003653,DLH511,588220.0,B748,,SAEZ,EDDF,,3951412.0,20240320,False,0820
202403200004141,AFM01,,,,,,,3743908.0,20240320,False,0838
202403200006447,NOZ14X,583045.0,B738,,ENBR,EGKK,,4694405.0,20240320,False,0945
202403200007265,FGAQB,,,,,,,3736065.0,20240320,False,1007
202403200007928,MODEA_1241,,,,,,,,20240320,False,1025
202403200007949,ISBON,,,,,,,3146910.0,20240320,False,1025
202403200008659,NJE980U,591875.0,C56X,,LIPZ,LFSB,,4789005.0,20240320,False,1046
202403200011851,NSZ1KS,574201.0,B738,,LEMG,EKCH,,4901459.0,20240320,False,1234
202403200012981,FYG52M,586054.0,F900,,EDDS,EBAW,,4512182.0,20240320,False,1307
202403200013200,HBKGT,,,,,,,4922135.0,20240320,False,1313
202403200015168,AFR1443,577066.0,A320,,LSGG,LFPG,,3746549.0,20240320,False,1403
202403200017439,TRA6707,579478.0,B738,,EHEH,LGAV,,4736262.0,20240320,False,1458
202403200018745,GAYRO,,,,,,,4200685.0,20240320,False,1532
202403200018761,DEFPV,,,,,,,4002679.0,20240320,False,1532
202403200020008,KZR921,590767.0,A21N,,UACC,EDDF,,5023686.0,20240320,False,1607
202403200020512,IBE2627,594630.0,A332,,LEBL,KJFK,,3438035.0,20240320,False,1622
202403200021555,TAR250,566036.0,A320,,DTTA,LFMN,,172436.0,20240320,False,1655
202403200021923,LOT6TH,594472.0,E195,,EPWA,LSGG,,4763045.0,20240320,False,1708
202403200022012,RYR3WR,580425.0,B38M,,LIPE,LICC,,5055311.0,20240320,False,1711
202403200022161,TVF19VK,583663.0,B738,,LFPO,EIDW,,3761381.0,20240320,False,1716
202403200023149,GWI3XU,572365.0,A320,,EDDK,EDDM,,3954421.0,20240320,False,1804
202403200000593,DAL228,588810.0,B764,,KCVG,LFPG,,11232410.0,20240320,False,0451
202403200001089,DLH37Y,573200.0,A320,,LPPT,EDDF,,3958324.0,20240320,False,0557
202403200003885,MODEA_300,,,,,,,,20240320,False,0829
202403200005902,N5CP,589862.0,GLF6,,LSGG,LGTS,,10892670.0,20240320,False,0931
202403200007353,AEA54QN,575928.0,B738,,EDDF,LEMD,,3437321.0,20240320,False,1009
202403200008049,AFR57EP,581988.0,A319,,LFML,LFPG,,3753189.0,20240320,False,1028
202403200008274,DERIE,,,,,,,4010592.0,20240320,False,1034
202403200008896,FJRSZ,,,,,,,3677596.0,20240320,False,1053
202403200009149,MODEA_4514,,,,,,,,20240320,False,1101
202403200009291,DEODO,,,,,,,4008444.0,20240320,False,1106
202403200009924,DHDTC,,,,,,,4054140.0,20240320,False,1128
202403200010167,MODEA_7000,,,,,,,,20240320,False,1135
202403200010940,EJU98AK,586018.0,A320,,LIMC,LFRS,,4457132.0,20240320,False,1202
202403200011021,SWR5F,563104.0,E295,,LSZH,LIRQ,,4915861.0,20240320,False,1205
202403200013766,EWG2EJ,568927.0,A320,,LFMN,EDDL,,5055501.0,20240320,False,1328
202403200014995,AFR34QV,562914.0,E170,,LFBD,LFLL,,3770081.0,20240320,False,1358
202403200020870,T332,,,,,,,4947937.0,20240320,False,1633
202403200021026,TOM89A,571892.0,B38M,,LCPH,EGNX,,4224499.0,20240320,False,1638
202403200021338,FHGTB,,,,,,,3775073.0,20240320,False,1648
202403200021666,DECAR,533220.0,PA46,,LJMB,EDNY,,4000257.0,20240320,False,1659
202403200022510,MODES_4197383,,,,,,,4197383.0,20240320,False,1730
202403200022653,TOM1EA,572635.0,B738,,GCTS,EGKK,,4220511.0,20240320,False,1736
202403200022659,MODEA_7000,,,,,,,,20240320,False,1736
202403200022886,EZY80GH,580894.0,A319,,EGGP,LSGG,,4216373.0,20240320,False,1747
202403200023703,BEL8MN,571954.0,A319,,EKCH,EBBR,,4509294.0,20240320,False,1836
202403200023735,EJU17CN,571398.0,A319,,LEBL,LIMC,,4456579.0,20240320,False,1839
202403200026311,SWT2RP,578550.0,AT43,,LKMT,EDDK,,3416202.0,20240320,False,2310
202403200000418,DLH601,588419.0,A343,,OIIE,EDDF,,3958003.0,20240320,False,0345
202403200000849,DLH3XV,564979.0,A319,,EDDG,EDDM,,3958146.0,20240320,False,0532
202403200003336,SHT1481,564126.0,A20N,,EGPF,EGKK,,4224098.0,20240320,False,0807
202403200004030,DLH3LN,565191.0,A319,,EDDM,EGBB,,3957840.0,20240320,False,0834
202403200005245,PGC63A,564130.0,PC24,,LSGK,EGLK,,4502576.0,20240320,False,0912
202403200007192,DAL141,591975.0,B763,,EBBR,KJFK,,10562595.0,20240320,False,1005
202403200007732,VIR117F,591289.0,A333,,EGLL,KMIA,,4219878.0,20240320,False,1019
202403200007782,DLH7WL,571326.0,A320,,EDDF,EGPF,,3958324.0,20240320,False,1020
202403200007992,ETD6WT,584508.0,B78X,,EDDF,OMAA,,9004285.0,20240320,False,1026
202403200009295,GHSKE,,,,,,,4217499.0,20240320,False,1106
202403200013475,FHBVH,,,,,,,3770023.0,20240320,False,1320
202403200013539,SPARO67,,,,,,,4060608.0,20240320,False,1322
202403200014560,FGYKB,,,,,,,3760449.0,20240320,False,1348
202403200014968,FGXJA,,,,,,,3759392.0,20240320,False,1358
202403200017566,MTL55,,,,,,,3896829.0,20240320,False,1501
202403200018004,WMT89,577906.0,A321,,LROP,EGGW,,4661095.0,20240320,False,1512
202403200018126,MODEA_7030,,,,,,,,20240320,False,1515
202403200018290,FJITQ,,,,,,,3694524.0,20240320,False,1520
202403200021593,EXS99TJ,577861.0,B738,,GCTS,EGPF,,4224954.0,20240320,False,1656
202403200021766,DKUFP,,,,,,,4116817.0,20240320,False,1702
202403200021995,SWR1582,570931.0,A320,,LSZH,LOWW,,4920853.0,20240320,False,1710
202403200022102,FPTRO,,,,,,,3712923.0,20240320,False,1713
202403200023534,EZY204P,574933.0,A320,,EGKK,EGNS,,4226912.0,20240320,False,1826
202403200024574,FDX3,572880.0,B77L,,EDDF,KMEM,,11263540.0,20240320,False,1937
202403200025868,ITY1574,574982.0,A320,,LIML,LIEE,,5023713.0,20240320,False,2128
202403200026045,SWT2SO,,,,,,,3425413.0,20240320,False,2154
202403200001084,VLG6DP,572509.0,A320,,LEBL,LEPA,,3432519.0,20240320,False,0556
202403200001803,CTM0029,562361.0,CN35,,LFOE,LFPV,,3897310.0,20240320,False,0644
202403200001854,N284SE,563576.0,G280,,EBKT,LEAL,,10673772.0,20240320,False,0648
202403200005644,DMKIZ,,,,,,,4190715.0,20240320,False,0923
