Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2
70619,F,1537,LFPG,EDDL,AFR1406  ,Z,E190   ,Z  ,FHBLG    ,,240315,AA56909050,,,,,,,,
70625,F,1520,LFMT,LFTW,FGYYM    ,Z,DA42   ,Z  ,ICARE    ,,240315,AA56938586,,,,,,,,
70626,F,1450,LFPO,LFBO,EJU958X  ,Z,A320   ,Z  ,OEINE    ,,240315,AA56921591,,,,,,,,
70630,F,1452,LFPO,LFBO,AFR87QT  ,Z,A320   ,Z  ,FHBND    ,,240315,AA56931284,,,,,,,,
70633,F,1504,LFPB,LEMD,NJE818R  ,Z,GLEX   ,Z  ,CSGLF    ,,240315,AA56933819,,,,,,,,
70638,F,1449,LFOP,LFPN,FGIRD    ,Z,BE76   ,Z  ,FGIRD    ,,240315,AA56917396,,,,,,,,
70639,F,1519,LFST,LFGA,FGTEZ    ,Z,P28A   ,Z  ,         ,,240315,AA56938617,,,,,,,,
70642,F,1453,LFRB,LFBO,AIB26LR  ,Z,A21N   ,Z  ,FWXLR    ,,240315,AA56927940,,,,,,,,
70647,F,1520,LFOT,GMMX,RYR8765  ,Z,B738   ,Z  ,EIEKD    ,,240315,AA56926340,,,,,,,,
70648,F,1600,LFMN,LIML,AOJ76R   ,Z,GLEX   ,Z  ,OELCS    ,,240315,AA56908648,,,,,,,,
70653,F,1453,LFBO,LFPG,AFR41BH  ,Z,B738   ,Z  ,FHIXB    ,,240315,AA56930442,,,,,,,,
70654,F,1512,LFPG,DBBB,AFR804   ,Z,A332   ,Z  ,FGZCD    ,,240315,AA56934919,,,,,,,,
70655,F,1507,LFPG,GMMN,AFR13ZM  ,Z,A320   ,Z  ,FHEPB    ,,240315,AA56930728,,,,,,,,
70659,F,1450,LFCC,LFPB,JFA61F   ,Z,PC12   ,Z  ,LXFLK    ,,240315,AA56908257,,,,,,,,
70664,F,1449,LFPN,LFRM,EAP61    ,Z,PA34   ,Z  ,FGEOO    ,,240315,AA56908732,,,,,,,,
70666,F,1514,LFPG,GOBD,AFR718   ,Z,B77W   ,Z  ,FGSQE    ,,240315,AA56935598,,,,,,,,
70670,F,1606,LFSB,EDDM,HBJFS    ,Z,FA7X   ,Z  ,HBJFS    ,,240315,AA56934256,,,,,,,,
70672,F,1510,LFPG,LEBB,AFR1576  ,Z,E190   ,Z  ,FHBLK    ,,240315,AA56909193,,,,,,,,
70675,F,1500,LFBO,LFPO,AFR78NK  ,Z,A318   ,Z  ,FGUGP    ,,240315,AA56931985,,,,,,,,
70677,F,1600,LFLU,LFLP,FHSML    ,Z,DA42   ,Z  ,         ,,240315,AA56911869,,,,,,,,
70678,F,1456,LFBD,LFRB,CLG2932  ,Z,B190   ,Z  ,FHBCC    ,,240315,AA56911991,,,,,,,,
70685,F,1600,LFMP,LFMV,EAP26A   ,Z,TB20   ,Z  ,FGENS    ,,240315,AA56937359,,,,,,,,
70686,F,1554,LFPO,LIPX,VOE17QN  ,Z,A319   ,Z  ,ECMTD    ,,240315,AA56922322,,,,,,,,
70687,F,1521,LFPO,LEMG,TVF81YE  ,Z,B738   ,Z  ,FHTVN    ,,240315,AA56924341,,,,,,,,
70689,F,1535,LFBL,EGNX,RYR28HC  ,Z,B38M   ,Z  ,EIIGM    ,,240315,AA56927561,,,,,,,,
70695,F,1520,LFPG,GMMX,EJU52KE  ,Z,A320   ,Z  ,OEIZL    ,,240315,AA56921514,,,,,,,,
70697,F,1459,LFBO,LFRS,CCM321L  ,Z,AT76   ,Z  ,FHXKY    ,,240315,AA56911763,,,,,,,,
70702,F,1530,LFMT,LFMU,FHDGB    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56939377,,,,,,,,
70706,F,1523,LFOB,GMFO,RYR3GW   ,Z,B738   ,Z  ,9HQEE    ,,240315,AA56931024,,,,,,,,
70709,F,1606,LFRG,EGLM,N65TL    ,Z,S22T   ,Z  ,N65TL    ,,240315,AA56852812,,,,,,,,
70711,F,1603,LFPO,LIPZ,EJU98LZ  ,Z,A320   ,Z  ,OEICP    ,,240315,AA56922454,,,,,,,,
70716,F,1536,LFBD,LFRS,TVF709   ,Z,B738   ,Z  ,FHTVY    ,,240315,AA56924135,,,,,,,,
70721,F,1523,LFPG,LPPT,AFR1194  ,Z,BCS3   ,Z  ,FHZUB    ,,240315,AA56932011,,,,,,,,
70728,F,1552,LFRS,LPPT,EJU69UB  ,Z,A320   ,Z  ,OEIJW    ,,240315,AA56922174,,,,,,,,
70729,F,1529,LFPO,LEMG,VLG1QJ   ,Z,A321   ,Z  ,ECMMU    ,,240315,AA56927029,,,,,,,,
70735,F,1600,LFBB,LFBO,AIB03YI  ,Z,A339   ,Z  ,         ,,240315,         ,,,,,,,,
70736,F,1624,LFSB,EKCH,EZS13QD  ,Z,A20N   ,Z  ,HBAYQ    ,,240315,AA56920237,,,,,,,,
70738,F,1600,LFMP,GMMX,RYR1358  ,Z,B38M   ,Z  ,EIHGT    ,,240315,AA56927950,,,,,,,,
70744,F,1531,LFPO,LPPT,TVF48RA  ,Z,B738   ,Z  ,FHUYX    ,,240315,AA56924324,,,,,,,,
70746,F,1617,LFEC,LFRB,FTR104   ,Z,C208   ,Z  ,FHFTS    ,,240315,AA56879038,,,,,,,,
70749,F,1536,LFBZ,EGSS,RYR77AB  ,Z,B738   ,Z  ,EIDYR    ,,240315,AA56928247,,,,,,,,
70750,F,1623,LFPG,EGKK,EZY52GT  ,Z,A320   ,Z  ,GEJCV    ,,240315,AA56922629,,,,,,,,
70757,F,1537,LFPO,GMMN,RAM765B  ,Z,B738   ,Z  ,CNRGW    ,,240315,AA56930344,,,,,,,,
70760,F,1603,LFRS,LPPT,TVF73GK  ,Z,B738   ,Z  ,FHUYP    ,,240315,AA56925022,,,,,,,,
70761,F,1615,LFGA,LFST,FGTEZ    ,Z,P28A   ,Z  ,         ,,240315,AA56938885,,,,,,,,
70765,F,1556,LFPG,KIAD,AFR026   ,Z,B772   ,Z  ,FGSPU    ,,240315,AA56936743,,,,,,,,
70767,F,1525,LFPG,LFBO,AFR38LM  ,Z,BCS3   ,Z  ,FHPNF    ,,240315,AA56931644,,,,,,,,
70769,F,1611,LFPO,LIRF,TVF90HN  ,Z,B738   ,Z  ,FHUYK    ,,240315,AA56925010,,,,,,,,
70773,F,1632,LFSB,LATI,WMT653   ,Z,A320   ,Z  ,9HWZR    ,,240315,AA56923744,,,,,,,,
70775,F,1530,LFPG,LFBP,AFR27GR  ,Z,E190   ,Z  ,FHBLC    ,,240315,AA56909562,,,,,,,,
70776,F,1545,LFBT,EGSS,RYR60PN  ,Z,B738   ,Z  ,EIENG    ,,240315,AA56928019,,,,,,,,
70778,F,1535,LFLN,LFPM,NAK506   ,T,DA42   ,Z  ,FHCTB    ,,240315,AA56936835,,,,,,,,
70779,F,1527,LFOP,LFPN,FBPIC    ,Z,PA30   ,Z  ,         ,,240315,AA56938630,,,,,,,,
70780,F,1636,LFSB,LTFJ,THY4JZ   ,Z,B38M   ,Z  ,TCLAJ    ,,240315,AA56931626,,,,,,,,
70781,F,1614,LFPG,LSGG,AFR1342  ,Z,BCS3   ,Z  ,FHZUI    ,,240315,AA56932354,,,,,,,,
70783,F,1629,LFPG,EGBB,AFR1064  ,Z,E190   ,Z  ,FHBLL    ,,240315,AA56910821,,,,,,,,
70788,F,1538,LFPO,LFBO,AFR83ZP  ,Z,A320   ,Z  ,FGKXG    ,,240315,AA56932709,,,,,,,,
70790,F,1635,LFBO,LFBB,AIB03YI  ,Z,A339   ,Z  ,         ,,240315,         ,,,,,,,,
70791,F,1604,LFRB,LFRB,FHDSR    ,Z,DA40   ,Z  ,IROIS    ,,240315,AA56939509,,,,,,,,
70794,F,1621,LFBO,LPPR,EJU73LM  ,Z,A320   ,Z  ,OEIVA    ,,240315,AA56922447,,,,,,,,
70796,F,1545,LFPO,LPPT,VLG8DC   ,Z,A321   ,Z  ,ECMGZ    ,,240315,AA56927396,,,,,,,,
70797,F,1602,LFLC,LPPR,RYR23WZ  ,Z,B738   ,Z  ,EIDCW    ,,240315,AA56928604,,,,,,,,
70798,F,1600,LFMT,LFMP,FHDGA    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56934983,,,,,,,,
70799,F,1640,LFSB,EDDH,EZS19XD  ,Z,A320   ,Z  ,HBJXJ    ,,240315,AA56939870,,,,,,,,
70800,F,1000,LFBD,LFBC,CETTE    ,Z,M346   ,Z  ,CORVE    ,,240315,AA56910150,,,,,,,,
70805,F,1645,LFBB,LFBO,AIB03YI  ,Z,A339   ,Z  ,         ,,240315,         ,,,,,,,,
70807,F,1557,LFPO,DIAP,CRL984   ,Z,A339   ,Z  ,CSTCF    ,,240315,AA56933800,,,,,,,,
70808,F,1550,LFPG,KMIA,AFR092   ,Z,B77W   ,Z  ,FGSQX    ,,240315,AA56934528,,,,,,,,
70812,F,1604,LFOB,LPPT,RYR47GD  ,Z,B738   ,Z  ,EIEKF    ,,240315,AA56927672,,,,,,,,
70813,F,1547,LFPO,LPPT,TAP433   ,Z,A21N   ,Z  ,CSTXE    ,,240315,AA56923676,,,,,,,,
70820,F,1554,LFPG,LFBD,AFR79UP  ,Z,A320   ,Z  ,FGKXN    ,,240315,AA56932819,,,,,,,,
70821,F,1622,LFMN,LFKF,CCM17RC  ,Z,AT76   ,Z  ,SEMKO    ,,240315,AA56915148,,,,,,,,
70827,F,1647,LFSB,LTAI,SXS1SB   ,Z,B38M   ,Z  ,TCSMF    ,,240315,AA56939653,,,,,,,,
70832,F,1548,LFPG,MUHA,AFR816   ,Z,B772   ,Z  ,FGSPZ    ,,240315,AA56935279,,,,,,,,
70834,F,1650,LFSB,BKPR,GPX811   ,Z,B734   ,Z  ,LZGPA    ,,240315,AA56930177,,,,,,,,
70836,F,1617,LFPB,KBED,N183QS   ,Z,GL7T   ,Z  ,N183Q    ,,240315,AA56937515,,,,,,,,
70838,F,1600,LFPB,LFBD,ARL127   ,Z,H25B   ,Z  ,FHICU    ,,240315,AA56910144,,,,,,,,
70843,F,1652,LFMN,LFKC,CCM60VE  ,Z,AT76   ,Z  ,FHXKE    ,,240315,AA56913401,,,,,,,,
70848,F,1649,LFPB,EGGW,VTNAD    ,Z,GLEX   ,Z  ,VTNAD    ,,240315,AA56937353,,,,,,,,
70852,F,1630,LFRS,LFRZ,CCM321L  ,Z,AT76   ,Z  ,FHXKY    ,,240315,AA56913398,,,,,,,,
70857,F,1630,LFOH,LFPB,LMJ701R  ,Z,F2TH   ,Z  ,CSDTR    ,,240315,AA56939693,,,,,,,,
70859,F,1030,LFSO,LFSO,FAF7271  ,M,MIR2   ,003,         ,,240316,AA56934295,,,,,,,,
70860,F,1131,LFSO,LFSO,FAF7271  ,M,MIR2   ,003,         ,,240315,AA56934295,,,,,,,,
70861,F,1100,LFSO,LFSO,FAF7271  ,M,MIR2   ,003,COMMI    ,,240315,AA56934295,,,,,,,,
70862,F,1600,LFBO,EGLL,VIR847P  ,Z,A35K   ,Z  ,GVNVR    ,,240315,AA56936059,,,,,,,,
70863,F,1636,LFPG,LIML,ITY313   ,Z,A320   ,Z  ,EIDTI    ,,240315,AA56933702,,,,,,,,
70864,F,1620,LFRM,LFPN,EAP61    ,Z,PA34   ,Z  ,FGEOO    ,,240315,AA56908850,,,,,,,,
70866,F,1640,LFMN,LOWW,AUA428   ,Z,A320   ,Z  ,OELZD    ,,240315,AA56934215,,,,,,,,
70868,F,1606,LFPB,LFLJ,JFA99S   ,Z,PC12   ,Z  ,LXFLN    ,,240315,AA56939506,,,,,,,,
70869,F,1638,LFSB,LIRF,WMT3ZX   ,Z,A21N   ,Z  ,9HWAI    ,,240315,AA56919285,,,,,,,,
70870,F,1611,LFPG,DXXX,AFR860   ,Z,B772   ,Z  ,FGSPA    ,,240315,AA56934907,,,,,,,,
70874,F,1638,LFPG,LIMF,AFR1202  ,Z,E170   ,Z  ,FHBXM    ,,240315,AA56910812,,,,,,,,
70879,F,1630,LFMU,LFMT,FHDGB    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56939408,,,,,,,,
70880,F,1651,LFMN,LFKB,CCM42VO  ,Z,AT76   ,Z  ,FHXKI    ,,240315,AA56913406,,,,,,,,
70884,F,1609,LFOB,GMTT,RYR33JN  ,Z,B38M   ,Z  ,9HVUY    ,,240315,AA56932631,,,,,,,,
70888,F,1541,LFBO,LFRI,FHLRB    ,Z,DA62   ,Z  ,FHLRB    ,,240315,AA56882561,,,,,,,,
70889,F,1705,LFSB,LROP,WMT9304  ,Z,B738   ,Z  ,OMGTJ    ,,240315,AA56915851,,,,,,,,
70890,F,1545,LFST,LFBH,FHLRA    ,Z,DA62   ,Z  ,FHLRA    ,,240315,AA56852383,,,,,,,,
70893,F,1625,LFSB,LTFJ,THY4JZ   ,Z,B38M   ,Z  ,TCLAJ    ,,240315,AA56940638,,,,,,,,
70894,F,1646,LFRS,EGKK,EZY75LU  ,Z,A319   ,Z  ,GEZGH    ,,240315,AA56924913,,,,,,,,
70896,F,1557,LFSB,LFSM,HBKGS    ,Z,DR40   ,Z  ,HBKGS    ,,240315,AA56900539,,,,,,,,
70899,F,1600,LFLU,LFMV,FGVCL    ,Z,P32R   ,Z  ,         ,,240315,AA56939569,,,,,,,,
70901,F,1615,LFPG,DAAG,DAH1215  ,Z,B738   ,Z  ,7TVKI    ,,240315,AA56933241,,,,,,,,
70902,F,1703,LFMN,LFKJ,CCM26JA  ,Z,AT76   ,Z  ,FHXKU    ,,240315,AA56913093,,,,,,,,
70904,F,1628,LFPG,LFRS,AFR58EB  ,Z,A320   ,Z  ,FGKXH    ,,240315,AA56933478,,,,,,,,
70909,F,1630,LFTW,LFMT,FHBDE    ,Z,P06T   ,Z  ,         ,,240315,AA56940120,,,,,,,,
70910,F,1709,LFSB,BKPR,TDR1807  ,Z,A319   ,Z  ,9ABTJ    ,,240315,AA56935181,,,,,,,,
70911,F,1650,LFPO,LIRF,VLG6269  ,Z,A321   ,Z  ,ECMQL    ,,240315,AA56928861,,,,,,,,
70916,F,1620,LFMV,LFMP,EAP26B   ,Z,TB20   ,Z  ,FGENS    ,,240315,AA56937379,,,,,,,,
70919,F,1540,LFMU,LFBL,FGDIH    ,Z,C172   ,Z  ,         ,,240315,AA56939328,,,,,,,,
70924,F,1653,LFPG,ELLX,LGL8020  ,Z,DH8D   ,Z  ,LXLGE    ,,240315,AA56911339,,,,,,,,
70925,F,1630,LFTW,LFMT,FGYYM    ,Z,DA42   ,Z  ,         ,,240315,AA56940331,,,,,,,,
70926,F,1616,LFBO,EGLL,BAW379   ,Z,A320   ,Z  ,GEUUB    ,,240315,AA56925075,,,,,,,,
70928,F,1559,LFBO,LFRH,RIV154   ,Z,B350   ,Z  ,FHFGP    ,,240315,AA56936914,,,,,,,,
70929,F,1657,LFBD,LEMD,ANE76XY  ,Z,CRJX   ,Z  ,ECMTO    ,,240315,AA56929583,,,,,,,,
70930,F,1715,LFSB,LTFJ,PGT2NH   ,Z,A20N   ,Z  ,TCNBC    ,,240315,AA56930270,,,,,,,,
70933,F,1617,LFPO,LPPR,TVF77HK  ,Z,B738   ,Z  ,FHUYL    ,,240315,AA56925287,,,,,,,,
70934,F,1710,LFMN,LIPZ,EJU48ET  ,Z,A320   ,Z  ,OEICN    ,,240315,AA56924344,,,,,,,,
70942,F,1645,LFSM,LFSB,HBKGS    ,Z,DR40   ,Z  ,HBKGS    ,,240315,AA56900599,,,,,,,,
70943,F,1655,LFBD,DAAG,DAH1191  ,Z,B737   ,Z  ,7TVKS    ,,240315,AA56932836,,,,,,,,
70944,F,1626,LFPG,LEBL,AFR64LF  ,Z,A321   ,Z  ,FGTAZ    ,,240315,AA56938750,,,,,,,,
70945,F,1627,LFPO,LEZL,TVF86QK  ,Z,B738   ,Z  ,FHUYR    ,,240315,AA56925394,,,,,,,,
70950,F,1632,LFPG,SKBO,AFR422   ,Z,A359   ,Z  ,FHTYN    ,,240315,AA56937042,,,,,,,,
70952,F,1640,LFMP,LFMT,FHDGA    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56935119,,,,,,,,
70953,F,1702,LFPB,LSGG,PHCFR    ,Z,F2TH   ,Z  ,PHCFR    ,,240315,AA56912037,,,,,,,,
70956,F,1555,LFRB,LFPV,FNY50Q4  ,M,E121   ,003,FYSBA    ,,240315,AA56907619,,,,,,,,
70959,F,1601,LFPO,LIPZ,EJU98LZ  ,Z,A320   ,Z  ,OEICP    ,,240315,AA56939677,,,,,,,,
70960,F,1706,LFPO,LIRF,VLG2QV   ,Z,A20N   ,Z  ,ECNDA    ,,240315,AA56924191,,,,,,,,
70966,F,1636,LFPO,LEBL,VLG36VA  ,Z,A321   ,Z  ,ECNLV    ,,240315,AA56924461,,,,,,,,
70967,F,1713,LFBD,LPPR,EJU12RY  ,Z,A320   ,Z  ,OEIVZ    ,,240315,AA56924353,,,,,,,,
70970,F,1728,LFSB,BKPR,EZS29DT  ,Z,A20N   ,Z  ,HBAYE    ,,240315,AA56924850,,,,,,,,
70972,F,1639,LFPO,LEMD,AEA99QP  ,Z,B738   ,Z  ,ECMJU    ,,240315,AA56929852,,,,,,,,
70974,F,1705,LFPB,LSGG,MIM022   ,Z,C55B   ,Z  ,FHGCF    ,,240315,AA56907842,,,,,,,,
70976,F,1710,LFPO,LIRF,EJU13AY  ,Z,A320   ,Z  ,OEIJK    ,,240315,AA56923871,,,,,,,,
70980,F,1725,LFPG,EGGW,EZY32HD  ,Z,A20N   ,Z  ,GUZHT    ,,240315,AA56923992,,,,,,,,
70981,F,1705,LFMT,LFTW,FHBDE    ,Z,P06T   ,Z  ,         ,,240315,AA56940155,,,,,,,,
70983,F,1714,LFPO,LIML,EJU43ZW  ,Z,A320   ,Z  ,OEIVT    ,,240315,AA56924092,,,,,,,,
70989,F,1617,LFCR,LFML,FHMZA    ,Z,P06T   ,Z  ,         ,,240315,AA56939167,,,,,,,,
70992,F,1624,LFBO,LFPO,EJU362E  ,Z,A320   ,Z  ,OEINE    ,,240315,AA56923535,,,,,,,,
70994,F,1634,LFPO,LFBZ,TVF26PH  ,Z,B738   ,Z  ,FHTVL    ,,240315,AA56925393,,,,,,,,
70996,F,1644,LFPG,LEBL,AFR25FR  ,Z,A319   ,Z  ,FGRHY    ,,240315,AA56934245,,,,,,,,
71001,F,1704,LFPO,KEWR,FBU72J   ,Z,A359   ,Z  ,FHREV    ,,240315,AA56935298,,,,,,,,
71005,F,1721,LFPO,LIMC,VLG8430  ,Z,A321   ,Z  ,ECMOO    ,,240315,AA56922773,,,,,,,,
71013,F,1707,LFPG,LFLC,AFR7392  ,Z,E190   ,Z  ,FHBLD    ,,240315,AA56911262,,,,,,,,
71017,F,1647,LFOB,LPPR,RYR5P    ,Z,B38M   ,Z  ,EIIGW    ,,240315,AA56940093,,,,,,,,
71019,F,1630,LFMT,LFMT,FHDGJ    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56940116,,,,,,,,
71020,F,1710,LFRS,LFOH,AIA025F  ,Z,E145   ,Z  ,FHGYM    ,,240315,AA56940303,,,,,,,,
71021,F,1735,LFEC,LFRB,FHCSV    ,Z,DA42   ,Z  ,IROIS    ,,240315,AA56940757,,,,,,,,
71022,F,1650,LFPG,GMMN,RAM789H  ,Z,B738   ,Z  ,CNROR    ,,240315,AA56931153,,,,,,,,
71028,F,1643,LFBO,LFPO,AFR28MB  ,Z,A320   ,Z  ,FHBND    ,,240315,AA56933988,,,,,,,,
71029,F,1647,LFPO,LFBO,AFR42VY  ,Z,A318   ,Z  ,FGUGQ    ,,240315,AA56934008,,,,,,,,
71032,F,1727,LFPO,LIPZ,EJU12NW  ,Z,A320   ,Z  ,OEIVL    ,,240315,AA56924696,,,,,,,,
71033,F,1612,LFRH,LFPT,N1736L   ,Z,C182   ,Z  ,         ,,240315,AA56863738,,,,,,,,
71034,F,1730,LFKC,LFKF,CCM902   ,Z,AT76   ,Z  ,FHXKE    ,,240315,AA56916652,,,,,,,,
71036,F,1647,LFMN,LFPB,SVW11FX  ,Z,B737   ,Z  ,LXLFX    ,,240315,AA56933315,,,,,,,,
71037,F,1619,LFSB,LIRF,EZS45RA  ,Z,A320   ,Z  ,HBJXN    ,,240315,AA56935707,,,,,,,,
71039,F,1657,LFPO,LEMD,IBE34PF  ,Z,A20N   ,Z  ,ECNJY    ,,240315,AA56936645,,,,,,,,
71041,F,1700,LFPO,LEPA,AEA1298  ,Z,B738   ,Z  ,ECMUZ    ,,240315,AA56929882,,,,,,,,
71043,F,1714,LFRS,LEMD,ANE14EM  ,Z,CRJX   ,Z  ,ECMNQ    ,,240315,AA56929671,,,,,,,,
71045,F,1735,LFPG,EGLL,AFR61FL  ,Z,BCS3   ,Z  ,FHPNA    ,,240315,AA56934580,,,,,,,,
71046,F,1754,LFLB,LSGG,XFL268   ,Z,GLF5   ,Z  ,N261P    ,,240315,AA56940131,,,,,,,,
71047,F,1700,LFMT,LFTW,FGYYM    ,Z,DA42   ,Z  ,ICARE    ,,240315,AA56940365,,,,,,,,
71049,F,1701,LFRS,LFBO,EJU806N  ,Z,A320   ,Z  ,OEIJY    ,,240315,AA56924057,,,,,,,,
71053,F,1706,LFRB,LFEC,FHCSV    ,Z,DA42   ,Z  ,IROIS    ,,240315,AA56940756,,,,,,,,
71056,F,1738,LFPB,KBGR,N238QS   ,Z,CL60   ,Z  ,N238Q    ,,240315,AA56936161,,,,,,,,
71058,F,1703,LFBO,LFRS,VOE66MP  ,Z,A320   ,Z  ,ECNOS    ,,240315,AA56925634,,,,,,,,
71061,F,1657,LFRB,LFBD,CLG2933  ,Z,B190   ,Z  ,FHBCC    ,,240315,AA56938005,,,,,,,,
71066,F,1746,LFPG,EGCC,EZY64WC  ,Z,A320   ,Z  ,GEZWY    ,,240315,AA56924279,,,,,,,,
71067,F,1733,LFRS,LPPR,TVF69FL  ,Z,B738   ,Z  ,FHUYE    ,,240315,AA56926967,,,,,,,,
71068,F,1700,LFPG,LEMD,AFR34KV  ,Z,A321   ,Z  ,FGTAZ    ,,240315,AA56933404,,,,,,,,
71071,F,1717,LFKB,LFMN,AGH03A   ,Z,BE20   ,Z  ,FHGUI    ,,240315,AA56940510,,,,,,,,
71073,F,1758,LFSB,LHBP,EZS1213  ,Z,A320   ,Z  ,HBJZZ    ,,240315,AA56925003,,,,,,,,
71074,F,1708,LFPO,LEMD,TVF86WB  ,Z,B738   ,Z  ,FGZHC    ,,240315,AA56926054,,,,,,,,
71075,F,1754,LFPG,EGLL,BAW323V  ,Z,A319   ,Z  ,GDBCA    ,,240315,AA56926901,,,,,,,,
71083,F,1800,LFSB,EDDB,EZS21YB  ,Z,A320   ,Z  ,HBJXJ    ,,240315,AA56925207,,,,,,,,
71085,F,1712,LFPO,LEVC,VLG808C  ,Z,A321   ,Z  ,ECMMH    ,,240315,AA56929435,,,,,,,,
71086,F,1705,LFSL,LFPO,AIA1928  ,Z,E145   ,Z  ,FHRAP    ,,240315,AA56916523,,,,,,,,
71096,F,1745,LFML,LFTW,FHMZA    ,Z,P06T   ,Z  ,         ,,240315,AA56939251,,,,,,,,
71097,F,1750,LFPG,EDDF,AFR63HM  ,Z,E190   ,Z  ,FHBLM    ,,240315,AA56911348,,,,,,,,
71098,F,1717,LFPO,LEPA,VLG30UQ  ,Z,A320   ,Z  ,ECLOP    ,,240315,AA56925703,,,,,,,,
71102,F,1748,LFPO,LIPZ,TVF71BP  ,Z,B738   ,Z  ,FGZHO    ,,240315,AA56926983,,,,,,,,
71104,F,1723,LFPG,LFRB,AFR45DY  ,Z,A321   ,Z  ,FGMZD    ,,240315,AA56933729,,,,,,,,
71113,F,1749,LFPG,LSGG,AFR18MA  ,Z,BCS3   ,Z  ,FHZUP    ,,240315,AA56935162,,,,,,,,
71114,F,1752,LFRZ,LFOZ,FHKPB    ,Z,TBM8   ,Z  ,FHKPB    ,,240315,AA56881195,,,,,,,,
71115,F,1754,LFPO,LIRN,TVF13CJ  ,Z,B738   ,Z  ,FHUYZ    ,,240315,AA56924407,,,,,,,,
71127,F,1800,LFPG,EDDF,DLH2F    ,Z,A320   ,Z  ,DAIZM    ,,240315,AA56933465,,,,,,,,
71131,F,1716,LFPO,LFBO,AFR92YA  ,Z,A319   ,Z  ,FGRHK    ,,240315,AA56934586,,,,,,,,
71133,F,1736,LFOB,LEZL,RYR6NE   ,Z,B738   ,Z  ,EIEKO    ,,240315,AA56928724,,,,,,,,
71139,F,1730,LFMT,LFMU,FHDGB    ,Z,DA40   ,Z  ,WAYSA    ,,240315,AA56940418,,,,,,,,
71143,F,1700,LFBG,LFOE,CTM2014  ,M,CN35   ,003,FZZZ     ,,240315,AA56940987,,,,,,,,
71144,F,1746,LFPO,KSFO,FBU71G   ,Z,A359   ,Z  ,FHREN    ,,240315,AA56935384,,,,,,,,
71145,F,1719,LFCR,LFPO,AIA1217  ,Z,E145   ,Z  ,FHYOG    ,,240315,AA56916804,,,,,,,,
71147,F,1754,LFBI,EGSS,RYR41JG  ,Z,B738   ,Z  ,EIGXJ    ,,240315,AA56931904,,,,,,,,
71151,F,1800,LFPG,LIML,EJU73GC  ,Z,A320   ,Z  ,OEICT    ,,240315,AA56924879,,,,,,,,
71154,F,1723,LFPO,LFBP,TVF7128  ,Z,B738   ,Z  ,FHUYV    ,,240315,AA56935603,,,,,,,,
71155,F,1825,LFKJ,LFKB,SWT5787  ,Z,B738   ,Z  ,ECOBN    ,,240315,AA56936225,,,,,,,,
71164,F,1810,LFPG,LFPO,AFR360Y  ,Z,A321   ,Z  ,FGTAP    ,,240315,AA56939594,,,,,,,,
71165,F,1839,LFBD,LFRB,CLG2934  ,Z,B190   ,Z  ,FHBCC    ,,240315,AA56938666,,,,,,,,
71166,F,1712,LFRZ,LFBO,CCM321L  ,Z,AT76   ,Z  ,FHXKY    ,,240315,AA56914029,,,,,,,,
71169,F,1802,LFRS,LPPR,VOE22GG  ,Z,A320   ,Z  ,ECNNZ    ,,240315,AA56927566,,,,,,,,
71171,F,1721,LFBO,EGGD,EZY93FB  ,Z,A20N   ,Z  ,GUZHM    ,,240315,AA56923928,,,,,,,,
71173,F,1720,LFBO,LFPG,AFR76NX  ,Z,BCS3   ,Z  ,FHPNF    ,,240315,AA56934387,,,,,,,,
71174,F,1745,LFMP,LFMU,EAP26C   ,Z,TB20   ,Z  ,FGENS    ,,240315,AA56937421,,,,,,,,
71181,F,1734,LFBD,LFQQ,EJU625F  ,Z,A320   ,Z  ,OEIJZ    ,,240315,AA56924582,,,,,,,,
71183,F,1831,LFSB,EDDF,DLH6AW   ,Z,CRJ9   ,Z  ,DACNN    ,,240315,AA56927701,,,,,,,,
71184,F,1758,LFKB,LFMN,CCM20XQ  ,Z,AT76   ,Z  ,FHXKI    ,,240315,AA56915097,,,,,,,,
71186,F,1730,LFRC,LFPV,FNY50R5  ,M,E121   ,003,FYSBA    ,,240315,AA56906649,,,,,,,,
71189,F,1741,LFKF,LFML,CCM37JW  ,Z,AT76   ,Z  ,SEMKO    ,,240315,AA56917080,,,,,,,,
71190,F,1344,LFBO,LFKJ,CCM72CI  ,Z,AT76   ,Z  ,         ,,240315,AA56908964,,,,,,,,
71191,F,1227,LFBO,LFKJ,CCM72CI  ,Z,AT76   ,Z  ,FHXKU    ,,240315,AA56908964,,,,,,,,
71193,F,1734,LFPO,LFBO,AFR15JQ  ,Z,A318   ,Z  ,FGUGR    ,,240315,AA56935169,,,,,,,,
