compare	Code_1	Code_2	Time of departure/entry_1	Time of departure/entry_2	Departure aerodrome_1	Departure aerodrome_2	Arrival aerodrome_1	Arrival aerodrome_2	Flight identification_1	Flight identification_2	Main Exemption code_1	Main Exemption code_2	Type of aircraft_1	Type of aircraft_2	Operator_1	Operator_2	Aircraft Registration_1	Aircraft Registration_2	Comment1_1	Comment1_2	Flight date_1	Flight date_2	IFPLID_1	IFPLID_2	Planned_aerodrome_1	Planned_aerodrome_2	Charging_zone_overflow_1	Charging_zone_overflow_2	Entry_point_1	Entry_point_2	Exit_point_1	Exit_point_2	Sup_exemption_code_1	Sup_exemption_code_2	Source of the Aircraft Address_1	Source of the Aircraft Address_2	24-bit Aircraft Address_1	24-bit Aircraft Address_2	Comment2_1	Comment2_2
0	F	F	1247	1247	LFMN	LFMN	EHAM	EHAM	EJU7960  	EJU7960  	Z	Z	A319   	A319   	Z  	Z  	OELKK    	OELKK    			240316	240316	AA56947568	AA56947568												1.0		44061B		
0	F	F	1306	1306	LFPG	LFPG	OLBA	OLBA	MEA212   	MEA212   	Z	Z	A332   	A332   	Z  	Z  	ODMEC    	ODMEC    			240316	240316	AA56943260	AA56943260												1.0		748021		
0	F	F	1250	1250	LFLS	LFLS	EHRD	EHRD	TRA6022  	TRA6022  	Z	Z	B738   	B738   	Z  	Z  	PHHZX    	PHHZX    			240316	240316	AA56962603	AA56962603												1.0		4841A8		
0	F	F	1259	1259	LFPB	LFPB	LIPZ	LIPZ	DSO16FX  	DSO16FX  	Z	Z	F900   	F900   	Z  	Z  	FGOFX    	FGOFX    			240316	240316	AA56961885	AA56961885												1.0		3938B7		
0	F	F	1253	1253	LFSB	LFSB	GCFV	GCFV	EZS24HX  	EZS24HX  	Z	Z	A320   	A320   	Z  	Z  	HBJXO    	HBJXO    			240316	240316	AA56950286	AA56950286												1.0		4B1A28		
0	F	F	1301	1301	LFBO	LFBO	EHAM	EHAM	KLM82R   	KLM82R   	Z	Z	E190   	E190   	Z  	Z  	PHEXV    	PHEXV    			240316	240316	AA56954988	AA56954988												1.0		485871		
0	F	F	1251	1251	LFPB	LFPB	KAUS	KAUS	N257A    	N257A    	Z	Z	GLF5   	GLF5   	Z  	Z  	N257A    	N257A    			240316	240316	AA56954977	AA56954977												1.0		A2717F		
0	F	F	1301	1301	LFPG	LFPG	LTFM	LTFM	THY66W   	THY66W   	Z	Z	A332   	A332   	Z  	Z  	TCJNE    	TCJNE    			240316	240316	AA56959504	AA56959504												1.0		4BA9C5		
0	F	F	1324	1324	LFLL	LFLL	EGKK	EGKK	EZY26JU  	EZY26JU  	Z	Z	A320   	A320   	Z  	Z  	GEJCI    	GEJCI    			240316	240316	AA56950345	AA56950345												1.0		407F66		
0	F	F	1309	1309	LFRB	LFRB	EDDK	EDDK	GAF683   	GAF683   	M	M	GLEX   	GLEX   	001	M  	1407     	1407     			240316	240316	AA56959405	AA56959405												1.0		3EBE12		
0	F	F	1315	1315	LFOB	LFOB	LIRA	LIRA	RYR8AD   	RYR8AD   	Z	Z	B738   	B738   	Z  	Z  	9HQAN    	9HQAN    			240316	240316	AA56948249	AA56948249												1.0		4D21FE		
0	F	F	1314	1314	LFST	LFST	LFBD	LFBD	VOE2411  	VOE2411  	Z	Z	A319   	A319   	Z  	Z  	ECMTN    	ECMTN    			240316	240316	AA56950400	AA56950400												1.0		345613		
0	F	F	1309	1309	LFPG	LFPG	CYUL	CYUL	AFR342U  	AFR342U  	Z	Z	B77W   	B77W   	Z  	Z  	FGSQO    	FGSQO    			240316	240316	AA56959601	AA56959601												1.0		394A0E		
0	F	F	1319	1319	LFPG	LFPG	KIAD	KIAD	AFR54M   	AFR54M   	Z	Z	B77W   	B77W   	Z  	Z  	FGSQL    	FGSQL    			240316	240316	AA56958753	AA56958753												1.0		394A0B		
0	F	F	1327	1327	LFPG	LFPG	EGAA	EGAA	EZY48ZL  	EZY48ZL  	Z	Z	A320   	A320   	Z  	Z  	GEZTG    	GEZTG    			240316	240316	AA56946634	AA56946634												1.0		406011		
0	F	F	1305	1305	LFPO	LFPO	EGGD	EGGD	EZY86YM  	EZY86YM  	Z	Z	A320   	A320   	Z  	Z  	GEZRY    	GEZRY    			240316	240316	AA56950494	AA56950494												1.0		407574		
0	F	F	1305	1305	LFLB	LFLB	EGSH	EGSH	GAC749D  	GAC749D  	Z	Z	C510   	C510   	Z  	Z  	OEFDT    	OEFDT    			240316	240316	AA56938338	AA56938338												1.0		440866		
0	F	F	1302	1302	LFPB	LFPB	EDDH	EDDH	NJE447T  	NJE447T  	Z	Z	C68A   	C68A   	Z  	Z  	CSLTA    	CSLTA    			240316	240316	AA56960729	AA56960729												1.0		493281		
0	F	F	1315	1315	LFLB	LFLB	EGCC	EGCC	TOM23T   	TOM23T   	Z	Z	B738   	B738   	Z  	Z  	GTUKR    	GTUKR    			240316	240316	AA56949544	AA56949544												1.0		407F96		
0	F	F	1310	1310	LFLB	LFLB	EGNX	EGNX	VJT451   	VJT451   	Z	Z	CL35   	CL35   	Z  	Z  	9HVCS    	9HVCS    			240316	240316	AA56953413	AA56953413												1.0		4D243C		
0	F	F	1447	1447	LFPG	LFPG	ENGM	ENGM	AFR88MA  	AFR88MA  	Z	Z	A321   	A321   	Z  	Z  	FGTAZ    	FGTAZ    			240316	240316	AA56956643	AA56956643												1.0		394C19		
0	F	F	1323	1323	LFPG	LFPG	LIRF	LIRF	ITY333   	ITY333   	Z	Z	A21N   	A21N   	Z  	Z  	EIHXB    	EIHXB    			240316	240316	AA56957057	AA56957057												1.0		4CAE18		
0	F	F	1323	1323	LFPG	LFPG	RJBB	RJBB	AFR292   	AFR292   	Z	Z	B772   	B772   	Z  	Z  	FGSPI    	FGSPI    			240316	240316	AA56958310	AA56958310												1.0		3949E8		
0	F	F	1314	1314	LFQQ	LFQQ	LFBO	LFBO	EJU345G  	EJU345G  	Z	Z	A319   	A319   	Z  	Z  	OELKM    	OELKM    			240316	240316	AA56948130	AA56948130												1.0		440625		
0	F	F	1328	1328	LFPG	LFPG	KATL	KATL	AFR688G  	AFR688G  	Z	Z	B772   	B772   	Z  	Z  	FGSPA    	FGSPA    			240316	240316	AA56960108	AA56960108												1.0		3949E0		
0	F	F	1343	1343	LFLB	LFLB	EGSS	EGSS	CFE2336  	CFE2336  	Z	Z	E190   	E190   	Z  	Z  	GLCAE    	GLCAE    			240316	240316	AA56949915	AA56949915												1.0		4079D0		
0	F	F	1311	1311	LFRN	LFRN	EHAM	EHAM	KLM1256  	KLM1256  	Z	Z	E75L   	E75L   	Z  	Z  	PHEXR    	PHEXR    			240316	240316	AA56955843	AA56955843												1.0		485778		
0	F	F	1321	1321	LFSB	LFSB	EGSS	EGSS	RUK1231  	RUK1231  	Z	Z	B738   	B738   	Z  	Z  	EIDLF    	EIDLF    			240316	240316	AA56949009	AA56949009												1.0		4CA2C3		
0	F	F	1403	1403	LFPG	LFPG	CYYZ	CYYZ	AFR356   	AFR356   	Z	Z	A359   	A359   	Z  	Z  	FHTYB    	FHTYB    			240316	240316	AA56960231	AA56960231												1.0		39CF01		
0	F	F	1334	1334	LFLB	LFLB	EGCC	EGCC	TOM38X   	TOM38X   	Z	Z	B738   	B738   	Z  	Z  	GFDZY    	GFDZY    			240316	240316	AA56949081	AA56949081												1.0		40660C		
0	F	F	1341	1341	LFPG	LFPG	LIPE	LIPE	TAY6LQ   	TAY6LQ   	Z	Z	B734   	B734   	Z  	Z  	OEIAJ    	OEIAJ    			240316	240316	AA56953767	AA56953767												1.0		4407E8		
0	F	F	1354	1354	LFPG	LFPG	OMDB	OMDB	UAE65W   	UAE65W   	Z	Z	A388   	A388   	Z  	Z  	A6EOB    	A6EOB    			240316	240316	AA56957118	AA56957118												1.0		89639B		
0	F	F	1326	1326	LFMN	LFMN	EBBR	EBBR	EJU17QG  	EJU17QG  	Z	Z	A320   	A320   	Z  	Z  	OEIVW    	OEIVW    			240316	240316	AA56948628	AA56948628												1.0		4401FA		
0	F	F	1323	1323	LFPN	LFPN	EHSE	EHSE	N247LB   	N247LB   	Z	Y	TBM8   	TBM8   	Z  	Y  	N247L    	N247LB   			240316	240316	AA56932591	AA56932591												1.0		A24AFC		
0	F	F	1320	1320	LFST	LFST	EGLF	EGLF	NJE321T  	NJE321T  	Z	Z	F2TH   	F2TH   	Z  	Z  	CSDLC    	CSDLC    			240316	240316	AA56961166	AA56961166												1.0		491183		
0	F	F	1406	1406	LFPG	LFPG	ESGG	ESGG	AFR65KG  	AFR65KG  	Z	Z	E190   	E190   	Z  	Z  	FHBLS    	FHBLS    			240316	240316	AA56938174	AA56938174												1.0		398572		
0	F	F	1400	1400	LFPG	LFPG	LTFJ	LTFJ	THY1LR   	THY1LR   	Z	Z	A320   	A320   	Z  	Z  	YLLDM    	YLLDM    			240316	240316	AA56947451	AA56947451												1.0		502D67		
0	F	F	1350	1350	LFLB	LFLB	EGGD	EGGD	EXS23BT  	EXS23BT  	Z	Z	B738   	B738   	Z  	Z  	GJZDC    	GJZDC    			240316	240316	AA56952750	AA56952750												1.0		407F7D		
0	F	F	1515	1423	LFRD	LFRD	LFGA	LFGA	N700VB   	N700VB   	Z	Z	TBM7   	TBM7   	Z  	Z  	N700VB   	N700VB   			240316	240316	AA56963455	AA56963455												1.0		A9566B		
0	F	F	1401	1401	LFPO	LFPO	EIDW	EIDW	VLG8582  	VLG8582  	Z	Z	A21N   	A21N   	Z  	Z  	ECNYE    	ECNYE    			240316	240316	AA56953261	AA56953261												1.0		34744C		
0	F	F	1354	1354	LFPG	LFPG	MMUN	MMUN	AFR650   	AFR650   	Z	Z	B77W   	B77W   	Z  	Z  	FGZNF    	FGZNF    			240316	240316	AA56960745	AA56960745												1.0		3965A5		
0	F	F	1357	1357	LFPG	LFPG	HECA	HECA	MSR800   	MSR800   	Z	Z	B789   	B789   	Z  	Z  	SUGFY    	SUGFY    			240316	240316	AA56961513	AA56961513												1.0		01025D		
0	F	F	1404	1404	LFLL	LFLL	EHAM	EHAM	AFR34SG  	AFR34SG  	Z	Z	E170   	E170   	Z  	Z  	FHBXF    	FHBXF    			240316	240316	AA56938325	AA56938325												1.0		3986E5		
0	F	F	1416	1416	LFPG	LFPG	LKPR	LKPR	CSA1DZ   	CSA1DZ   	Z	Z	A320   	A320   	Z  	Z  	OKHEU    	OKHEU    			240316	240316	AA56955777	AA56955777												1.0		49D357		
0	F	F	1401	1401	LFPG	LFPG	UDYZ	UDYZ	FOE928   	FOE928   	Z	Z	A320   	A320   	Z  	Z  	JU1410   	JU1410   			240316	240316	AA56963100	AA56963100												1.0		682308		
0	F	F	1407	1407	LFPG	LFPG	EHAM	EHAM	KLM16P   	KLM16P   	Z	Z	B738   	B738   	Z  	Z  	PHBCK    	PHBCK    			240316	240316	AA56956412	AA56956412												1.0		485A34		
0	F	F	1426	1426	LFPG	LFPG	LSZH	LSZH	SWR9MT   	SWR9MT   	Z	Z	E295   	E295   	Z  	Z  	HBAZL    	HBAZL    			240316	240316	AA56940544	AA56940544												1.0		4B0295		
0	F	F	1421	1421	LFPG	LFPG	EKCH	EKCH	AFR96GB  	AFR96GB  	Z	Z	BCS3   	BCS3   	Z  	Z  	FHZUY    	FHZUY    			240316	240316	AA56957780	AA56957780												1.0		39E698		
0	F	F	1414	1414	LFLS	LFLS	EGPH	EGPH	EZY3250  	EZY3250  	Z	Z	A320   	A320   	Z  	Z  	GEZGX    	GEZGX    			240316	240316	AA56948629	AA56948629												1.0		40756E		
0	F	F	1424	1424	LFPG	LFPG	EFHK	EFHK	FIN8NA   	FIN8NA   	Z	Z	E190   	E190   	Z  	Z  	OHLKL    	OHLKL    			240316	240316	AA56953749	AA56953749												1.0		461E1B		
0	F	F	1415	1415	LFPB	LFPB	EDDM	EDDM	NJE625K  	NJE625K  	Z	Z	GLEX   	GLEX   	Z  	Z  	CSGLB    	CSGLB    			240316	240316	AA56950441	AA56950441												1.0		491D82		
0	F	F	1437	1437	LFLL	LFLL	EIDW	EIDW	EIN55N   	EIN55N   	Z	Z	A320   	A320   	Z  	Z  	EIDVM    	EIDVM    			240316	240316	AA56944057	AA56944057												1.0		4CA92D		
0	F	F	1419	1419	LFPG	LFPG	LIPZ	LIPZ	EJU82QH  	EJU82QH  	Z	Z	A320   	A320   	Z  	Z  	OEICP    	OEICP    			240316	240316	AA56949567	AA56949567												1.0		440036		
0	F	F	1342	1342	LFPG	LFPG	OKKK	OKKK	KAC168   	KAC168   	Z	Z	B77W   	B77W   	Z  	Z  	9KAOD    	9KAOD    			240316	240316	AA56959728	AA56959728												1.0		706057		
0	F	F	1428	1428	LFPG	LFPG	ESSA	ESSA	AFR1062  	AFR1062  	Z	Z	A321   	A321   	Z  	Z  	FGTAU    	FGTAU    			240316	240316	AA56953976	AA56953976												1.0		394C14		
0	F	F	1436	1436	LFLB	LFLB	EGPH	EGPH	CFE2340  	CFE2340  	Z	Z	E190   	E190   	Z  	Z  	GLCAH    	GLCAH    			240316	240316	AA56951033	AA56951033												1.0		4079D3		
0	F	F	1514	1514	LFPG	LFPG	KCVG	KCVG	DAL229   	DAL229   	Z	Z	B764   	B764   	Z  	Z  	N829M    	N829MH   			240316	240316	AA56960140	AA56960140												1.0		AB5365		
0	F	F	1440	1440	LFLL	LFLL	EGKK	EGKK	EFW39T   	EFW39T   	Z	Z	A321   	A321   	Z  	Z  	GEUXE    	GEUXE    			240316	240316	AA56951821	AA56951821												1.0		400AFD		
0	F	F	1425	1425	LFLB	LFLB	EGCC	EGCC	EXS53RN  	EXS53RN  	Z	Z	B738   	B738   	Z  	Z  	GDRTV    	GDRTV    			240316	240316	AA56953354	AA56953354												1.0		407F8C		
0	F	F	1434	1434	LFPG	LFPG	OTHH	OTHH	QTR74J   	QTR74J   	Z	Z	A388   	A388   	Z  	Z  	A7APD    	A7APD    			240316	240316	AA56954273	AA56954273												1.0		06A145		
0	F	F	1418	1418	LFPG	LFPG	OEJN	OEJN	SVA126   	SVA126   	Z	Z	B78X   	B78X   	Z  	Z  	HZAR27   	HZAR27   			240316	240316	AA56959612	AA56959612												1.0		7105AE		
0	F	F	1436	1436	LFPG	LFPG	LIPZ	LIPZ	AFR1226  	AFR1226  	Z	Z	E190   	E190   	Z  	Z  	FHBLX    	FHBLX    			240316	240316	AA56938820	AA56938820												1.0		398577		
0	F	F	1449	1449	LFPG	LFPG	EIDW	EIDW	AFR69HH  	AFR69HH  	Z	Z	BCS3   	BCS3   	Z  	Z  	FHZUJ    	FHZUJ    			240316	240316	AA56957894	AA56957894												1.0		39E689		
0	F	F	1428	1428	LFPG	LFPG	LTFM	LTFM	MNB552   	MNB552   	Z	Z	A306   	A306   	Z  	Z  	TCMNV    	TCMNV    			240316	240316	AA56953628	AA56953628												1.0		4BB5D6		
0	F	F	1437	1437	LFPG	LFPG	OJAI	OJAI	RJA118   	RJA118   	Z	Z	B788   	B788   	Z  	Z  	JYBAE    	JYBAE    			240316	240316	AA56949558	AA56949558												1.0		740825		
0	F	F	1448	1448	LFPG	LFPG	EDDM	EDDM	AFR95NL  	AFR95NL  	Z	Z	A319   	A319   	Z  	Z  	FGRHK    	FGRHK    			240316	240316	AA56958338	AA56958338												1.0		3944EA		
0	F	F	1537	1537	LFMV	LFMV	EGKB	EGKB	FJO65K   	FJO65K   	Z	Z	E550   	E550   	Z  	Z  	9HKFX    	9HKFX    			240316	240316	AA56943494	AA56943494												1.0		4D238A		
0	F	F	1432	1432	LFBH	LFBH	EHRD	EHRD	GAC523V  	GAC523V  	Z	Z	C510   	C510   	Z  	Z  	OEFOE    	OEFOE    			240316	240316	AA56941204	AA56941204												1.0		4405A6		
0	F	F	1606	1606	LFMD	LFMD	EGKB	EGKB	JFA79X   	JFA79X   	Z	Z	PC24   	PC24   	Z  	Z  	LXPCH    	LXPCH    			240316	240316	AA56941033	AA56941033												1.0		4D02B6		
0	F	F	1433	1433	LFPG	LFPG	LTFM	LTFM	THY3VP   	THY3VP   	Z	Z	A321   	A321   	Z  	Z  	TCJSP    	TCJSP    			240316	240316	AA56960971	AA56960971												1.0		4BAA70		
0	F	F	1456	1456	LFPB	LFPB	UTTT	UTTT	VCJ94U   	VCJ94U   	Z	Z	GLEX   	GLEX   	Z  	Z  	9HSSU    	9HSSU    			240316	240316	AA56962303	AA56962303												1.0		4D2249		
0	F	F	1443	1443	LFPG	LFPG	EDDH	EDDH	AFR1510  	AFR1510  	Z	Z	E190   	E190   	Z  	Z  	FHBLC    	FHBLC    			240316	240316	AA56939083	AA56939083												1.0		398562		
0	F	F	1454	1454	LFPG	LFPG	MMMX	MMMX	AFR174   	AFR174   	Z	Z	B789   	B789   	Z  	Z  	FHRBB    	FHRBB    			240316	240316	AA56961521	AA56961521												1.0		39C421		
0	F	F	1503	1503	LFPG	LFPG	VTBS	VTBS	AFR152   	AFR152   	Z	Z	B77W   	B77W   	Z  	Z  	FGZNS    	FGZNS    			240316	240316	AA56960374	AA56960374												1.0		3965B2		
0	F	F	1507	1507	LFPG	LFPG	EDDB	EDDB	AFR1834  	AFR1834  	Z	Z	E190   	E190   	Z  	Z  	FHBLV    	FHBLV    			240316	240316	AA56939219	AA56939219												1.0		398575		
0	F	F	1511	1511	LFPG	LFPG	LKPR	LKPR	AFR33CN  	AFR33CN  	Z	Z	A320   	A320   	Z  	Z  	FHEPA    	FHEPA    			240316	240316	AA56958611	AA56958611												1.0		3991E0		
0	F	F	1539	1539	LFMN	LFMN	EGLL	EGLL	BAW33CE  	BAW33CE  	Z	Z	A20N   	A20N   	Z  	Z  	GTTNB    	GTTNB    			240316	240316	AA56952306	AA56952306												1.0		407463		
0	F	F	1516	1516	LFQQ	LFQQ	GMMX	GMMX	VOE2330  	VOE2330  	Z	Z	A320   	A320   	Z  	Z  	ECNUP    	ECNUP    			240316	240316	AA56952280	AA56952280												1.0		3472C4		
0	F	F	1510	1510	LFPG	LFPG	LOWW	LOWW	AFR11WT  	AFR11WT  	Z	Z	E190   	E190   	Z  	Z  	FHBLM    	FHBLM    			240316	240316	AA56939212	AA56939212												1.0		39856C		
0	F	F	1512	1512	LFPG	LFPG	KDTW	KDTW	AFR378   	AFR378   	Z	Z	A359   	A359   	Z  	Z  	FHUVA    	FHUVA    			240316	240316	AA56962015	AA56962015												1.0		39D2A0		
0	F	F	1601	1530	LFMU	LFMU	EBCI	EBCI	RYR4YC   	RYR4YC   	Z	Z	B738   	B738   	Z  	Z  	EIDWC    	EIDWC    			240316	240316	AA56955373	AA56955373												1.0		4CA568		
0	F	F	1507	1507	LFQQ	LFQQ	DAAG	DAAG	DAH1075  	DAH1075  	Z	Z	B738   	B738   	Z  	Z  	7TVKQ    	7TVKQ    			240316	240316	AA56947651	AA56947651												1.0		0A0090		
0	F	F	1532	1532	LFLS	LFLS	EGGD	EGGD	EZY2780  	EZY2780  	Z	Z	A320   	A320   	Z  	Z  	GEZTV    	GEZTV    			240316	240316	AA56964783	AA56964783												1.0		40622D		
0	F	F	1509	1509	LFOB	LFOB	EIDW	EIDW	RYR5RV   	RYR5RV   	Z	Z	B738   	B738   	Z  	Z  	EIDYE    	EIDYE    			240316	240316	AA56958236	AA56958236												1.0		4CA647		
0	F	F	1500	1500	LFOB	LFOB	LRTR	LRTR	WMT9N    	WMT9N    	Z	Z	A320   	A320   	Z  	Z  	9HWZR    	9HWZR    			240316	240316	AA56950508	AA56950508												1.0		4D245C		
0	F	F	1512	1512	LFPO	LFPO	LTFJ	LTFJ	PGT1136  	PGT1136  	Z	Z	A21N   	A21N   	Z  	Z  	TCRDA    	TCRDA    			240316	240316	AA56959911	AA56959911												1.0		4BC881		
0	F	F	1523	1523	LFLS	LFLS	EGGD	EGGD	RYR9736  	RYR9736  	Z	Z	B738   	B738   	Z  	Z  	EIDHO    	EIDHO    			240316	240316	AA56955283	AA56955283												1.0		4CA27C		
0	F	F	1526	1526	LFPG	LFPG	LTFM	LTFM	THY6138  	THY6138  	Z	Z	A332   	A332   	Z  	Z  	FHMRI    	FHMRI    			240316	240316	AA56951811	AA56951811												1.0		39B228		
0	F	F	1517	1517	LFOB	LFOB	LATI	LATI	WMT1BL   	WMT1BL   	Z	Z	A321   	A321   	Z  	Z  	HALTA    	HALTA    			240316	240316	AA56950710	AA56950710												1.0		471EFA		
0	F	F	1511	1511	LFOB	LFOB	EYVI	EYVI	WZZ4CS   	WZZ4CS   	Z	Z	A320   	A320   	Z  	Z  	HALYF    	HALYF    			240316	240316	AA56953675	AA56953675												1.0		471F81		
0	F	F	1528	1528	LFLL	LFLL	EKBI	EKBI	TVF14JX  	TVF14JX  	Z	Z	B738   	B738   	Z  	Z  	FHTVV    	FHTVV    			240316	240316	AA56959595	AA56959595												1.0		39CEB5		
0	F	F	1525	1525	LFMN	LFMN	EBBR	EBBR	BEL6VF   	BEL6VF   	Z	Z	A319   	A319   	Z  	Z  	OOSSU    	OOSSU    			240316	240316	AA56955859	AA56955859												1.0		44CE75		
0	F	F	1539	1539	LFLL	LFLL	EGPH	EGPH	EZY56JC  	EZY56JC  	Z	Z	A320   	A320   	Z  	Z  	GEZWL    	GEZWL    			240316	240316	AA56952700	AA56952700												1.0		40690D		
0	F	F	1554	1554	LFLL	LFLL	EGKK	EGKK	EZY79NG  	EZY79NG  	Z	Z	A319   	A319   	Z  	Z  	GEZDN    	GEZDN    			240316	240316	AA56952776	AA56952776												1.0		405B67		
0	F	F	1518	1518	LFOE	LFOE	ETAR	ETAR	LION714  	LION714  	M	M	C30J   	C30J   	201	M  	88601T   	88601T   			240316	240316	AA56964644	AA56964644												1.0		AE2208		
0	F	F	1530	1530	LFPG	LFPG	FIMP	FIMP	MAU15    	MAU15    	Z	Z	A359   	A359   	Z  	Z  	3BNCE    	3BNCE    			240316	240316	AA56963803	AA56963803												1.0		060040		
0	F	F	1533	1533	LFPG	LFPG	LROP	LROP	ROT384J  	ROT384J  	Z	Z	B737   	B737   	Z  	Z  	YRBGI    	YRBGI    			240316	240316	AA56956140	AA56956140												1.0		4A08E9		
0	F	F	1547	1547	LFOB	LFOB	EPWR	EPWR	RYR19VK  	RYR19VK  	Z	Z	B38M   	B38M   	Z  	Z  	SPRZG    	SPRZG    			240316	240316	AA56951470	AA56951470												1.0		48C2A6		
0	F	F	1549	1549	LFPG	LFPG	KATL	KATL	AFR686   	AFR686   	Z	Z	B772   	B772   	Z  	Z  	FGSPJ    	FGSPJ    			240316	240316	AA56962010	AA56962010												1.0		3949E9		
0	F	F	1534	1534	LFPO	LFPO	LIRP	LIRP	EJU1721  	EJU1721  	Z	Z	A319   	A319   	Z  	Z  	OELQN    	OELQN    			240316	240316	AA56950959	AA56950959												1.0		440170		
0	F	F	1553	1553	LFPG	LFPG	KJFK	KJFK	AFR008   	AFR008   	Z	Z	B77W   	B77W   	Z  	Z  	FGSQI    	FGSQI    			240316	240316	AA56962207	AA56962207												1.0		394A08		
0	F	F	1544	1544	LFPV	LFPV	LFSX	LFSX	CTM003   	CTM003   	M	S	F900   	F900   	003	S  	FRAFQ    	FRAFQ    			240316	240316	AA56936374	AA56936374												1.0		3B77E4		
0	F	F	1607	1607	LFLS	LFLS	EGCC	EGCC	RYR40SC  	RYR40SC  	Z	Z	B38M   	B38M   	Z  	Z  	EIIHN    	EIIHN    			240316	240316	AA56954807	AA56954807												1.0		4CADF8		
0	F	F	1533	1533	LFLB	LFLB	EGNX	EGNX	TOM68W   	TOM68W   	Z	Z	B738   	B738   	Z  	Z  	GTAWG    	GTAWG    			240316	240316	AA56951337	AA56951337												1.0		4066CE		
0	F	F	1549	1549	LFLL	LFLL	EGLL	EGLL	BAW36LU  	BAW36LU  	Z	Z	A319   	A319   	Z  	Z  	GEUOA    	GEUOA    			240316	240316	AA56953019	AA56953019												1.0		400936		
0	F	F	1610	1610	LFPG	LFPG	KIAD	KIAD	AFR026   	AFR026   	Z	Z	B772   	B772   	Z  	Z  	FGSPZ    	FGSPZ    			240316	240316	AA56962016	AA56962016												1.0		3949F9		
0	F	F	1545	1545	LFLB	LFLB	EGSS	EGSS	EXS7WL   	EXS7WL   	Z	Z	B738   	B738   	Z  	Z  	GJZBL    	GJZBL    			240316	240316	AA56955986	AA56955986												1.0		407179		
0	F	F	1555	1555	LFPG	LFPG	HELX	HELX	MSC2721  	MSC2721  	Z	Z	A20N   	A20N   	Z  	Z  	SUBUT    	SUBUT    			240316	240316	AA56955011	AA56955011												1.0		01023C		
0	F	F	1605	1605	LFPG	LFPG	LTAC	LTAC	THY46P   	THY46P   	Z	Z	B738   	B738   	Z  	Z  	TCJFZ    	TCJFZ    			240316	240316	AA56962598	AA56962598												1.0		4BA8DA		
0	F	F	1600	1600	LFLB	LFLB	EGNM	EGNM	EXS91FR  	EXS91FR  	Z	Z	B738   	B738   	Z  	Z  	GJZBG    	GJZBG    			240316	240316	AA56955537	AA56955537												1.0		407183		
0	F	F	1613	1613	LFMT	LFMT	EHAM	EHAM	KLM26D   	KLM26D   	Z	Z	E295   	E295   	Z  	Z  	PHNXP    	PHNXP    			240316	240316	AA56958839	AA56958839												1.0		4864EF		
0	F	F	1611	1611	LFBO	LFBO	EHAM	EHAM	KLM79Z   	KLM79Z   	Z	Z	E190   	E190   	Z  	Z  	PHEZO    	PHEZO    			240316	240316	AA56959374	AA56959374												1.0		484C53		
0	F	F	1613	1613	LFLB	LFLB	EHEH	EHEH	PHLGD    	PHLGD    	Z	Z	E550   	E550   	Z  	Z  	PHLGD    	PHLGD    			240316	240316	AA56948760	AA56948760												1.0		4861D4		
0	F	F	1647	1647	LFST	LFST	LFBO	LFBO	VOE25UU  	VOE25UU  	Z	Z	A320   	A320   	Z  	Z  	ECMBK    	ECMBK    			240316	240316	AA56952684	AA56952684												1.0		3444C8		
0	F	F	1609	1609	LFMN	LFMN	EHAM	EHAM	KLM54H   	KLM54H   	Z	Z	E190   	E190   	Z  	Z  	PHEZS    	PHEZS    			240316	240316	AA56959484	AA56959484												1.0		484CC3		
0	F	F	1632	1632	LFPG	LFPG	RJTT	RJTT	JAL46    	JAL46    	Z	Z	B77W   	B77W   	Z  	Z  	JA736J   	JA736J   			240316	240316	AA56962027	AA56962027												1.0		868012		
0	F	F	1642	1642	LFPO	LFPO	EDDB	EDDB	EJU58EL  	EJU58EL  	Z	Z	A320   	A320   	Z  	Z  	OEIVL    	OEIVL    			240316	240316	AA56951974	AA56951974												1.0		440090		
0	F	F	1647	1647	LFLL	LFLL	EIDW	EIDW	EIN555   	EIN555   	Z	Z	A20N   	A20N   	Z  	Z  	EINSA    	EINSA    			240316	240316	AA56950859	AA56950859												1.0		4CAD7A		
0	F	F	1636	1636	LFPG	LFPG	LTFM	LTFM	THY8VT   	THY8VT   	Z	Z	A21N   	A21N   	Z  	Z  	TCLSY    	TCLSY    			240316	240316	AA56961585	AA56961585												1.0		4BB279		
0	F	F	1631	1631	LFLB	LFLB	EGTE	EGTE	TOM1XV   	TOM1XV   	Z	Z	B738   	B738   	Z  	Z  	GTAWM    	GTAWM    			240316	240316	AA56953378	AA56953378												1.0		4067F0		
0	F	F	1631	1631	LFRS	LFRS	EHAM	EHAM	KLM1460  	KLM1460  	Z	Z	E295   	E295   	Z  	Z  	PHNXI    	PHNXI    			240316	240316	AA56959839	AA56959839												1.0		486492		
0	F	F	1628	1628	LFLS	LFLS	EGLL	EGLL	BAW385   	BAW385   	Z	Z	A319   	A319   	Z  	Z  	GDBCC    	GDBCC    			240316	240316	AA56953967	AA56953967												1.0		400A7C		
0	F	F	1654	1654	LFSB	LFSB	LEBL	LEBL	EJU81DR  	EJU81DR  	Z	Z	A319   	A319   	Z  	Z  	OELKQ    	OELKQ    			240316	240316	AA56949343	AA56949343												1.0		440083		
