FLPL_CALL_SIGN,FLPL_AIRC_TYPE,FLPL_DEPR_AIRP,FLPL_ARRV_AIRP,MODES_ADRESS,FILE_DATE,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Type of aircraft,Main Exemption code,Aircraft Registration,IFPLID,Mode S,Type Avion Survol
AIB25WG,,,,396F5B,2024-03-19,1235.0,LFBO,LFBC,C650,E,FWXWG    ,AA57041959,38FCDC,C650
AIB25WG,C650,LFBC,LFBO,396F5B,2024-03-19,1235.0,LFBO,LFBC,C650,E,FWXWG    ,AA57041959,38FCDC,C650
AIB25WG,C650,LFBC,LFBO,396F5B,2024-03-19,1235.0,LFBO,LFBC,C650,E,FWXWG    ,AA57041959,38FCDC,C650
CTM0030,,,,3B77C6,2024-03-19,1700.0,LFPV,LFOE,CN35,M,FRAIL    ,AA57049054,,CN35
CTM0030,CN35,LFPV,LFOE,3B77C6,2024-03-19,1700.0,LFPV,LFOE,CN35,M,FRAIL    ,AA57049054,,CN35
CTM0030,CN35,LFOE,LFPV,3B77C6,2024-03-19,1700.0,LFPV,LFOE,CN35,M,FRAIL    ,AA57049054,,CN35
CTM0030,,,,3B77C6,2024-03-19,1700.0,LFPV,LFOE,CN35,M,FRAIL    ,AA57049054,,CN35
CTM0030,,,,3B77C6,2024-03-19,1700.0,LFPV,LFOE,CN35,M,FRAIL    ,AA57049054,,CN35
CCM321L,AT76,LFRZ,LFBO,39DD54,2024-03-19,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57025402,3C6748,AT76
CCM321L,AT76,LFRS,LFRZ,39DD54,2024-03-19,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57025402,3C6748,AT76
CCM321L,AT76,LFBO,LFRS,39DD54,2024-03-19,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57025402,3C6748,AT76
CCM321L,AT76,LFRS,LFRZ,39DD54,2024-03-21,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57079600,400B83,AT76
CCM321L,AT76,LFRZ,LFBO,39DD54,2024-03-21,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57079600,400B83,AT76
CCM321L,AT76,LFBO,LFRS,39DD54,2024-03-21,1715.0,LFRS,LFRZ,AT76,Z,FHXKU    ,AA57079600,400B83,AT76
FDX5217,B77L,VHHH,EBLG,AC638D,2024-03-19,2009.0,LFPG,KMEM,B77L,Z,N843FD   ,AA57050692,AB8B7F,B77L
FDX5217,B77L,EBLG,LFPG,AC638D,2024-03-19,2009.0,LFPG,KMEM,B77L,Z,N843FD   ,AA57050692,AB8B7F,B77L
CCM55FH,A20N,LFML,LFKJ,39DD45,2024-03-19,52.0,LFML,LFKJ,A20N,Z,FHXKJ    ,AA57024093,39DD49,A20N
CCM55FH,A20N,LFML,LFKJ,39DD45,2024-03-19,2055.0,LFML,LFKJ,A20N,Z,FHXKF    ,AA57029172,,A20N
DEF05C,JS41,LFTW,LFRH,3982A3,2024-03-19,1001.0,LFTW,LFRH,A319,Z,GEUPK    ,AA57015435,40087A,JS41
CCM62PM,A20N,LFKJ,LFML,39DD49,2024-03-19,1845.0,LFKJ,LFML,A20N,Z,FHXKF    ,AA57026704,39DD45,A20N
CCM55FH,A20N,LFML,LFKJ,39DD49,2024-03-19,2055.0,LFML,LFKJ,A20N,Z,FHXKF    ,AA57029172,,A20N
FHLRV,PC12,LFOD,LFBH,39AE35,2024-03-19,645.0,LFRI,LFOD,PC12,Z,FHLRV    ,AA56939430,4BB266,PC12
FHLRV,PC12,LFBH,EHBD,39AE35,2024-03-19,645.0,LFRI,LFOD,PC12,Z,FHLRV    ,AA56939430,4BB266,PC12
FHLRV,PC12,LFRI,LFOD,39AE35,2024-03-19,645.0,LFRI,LFOD,PC12,Z,FHLRV    ,AA56939430,4BB266,PC12
SWR283,B77W,FAOR,LSZH,4B1916,2024-03-19,345.0,FAOR,LSZH,B77W,Z,HBJNA    ,AA57018297,,B77W
CTM1407,DHC6,EBLG,EDDB,3B76A2,2024-03-19,646.0,LFOE,EBLG,DHC6,M,FRACC    ,AA57015697,,DHC6
DGNAT,PA34,LFMA,LFMV,3DB05F,2024-03-19,1339.0,LFMV,LFMV,PA34,Z,DGNAT    ,         ,,PA34
DGNAT,PA34,LFMA,LFMV,3DB05F,2024-03-19,1345.0,LFMV,LFMA,PA34,Z,DGNAT    ,AA57028340,,PA34
CTM2039,A400,LFOJ,EBMB,3B7768,2024-03-19,1240.0,LFOJ,EBMB,A400,M,FRBAK    ,AA57020744,,A400
TIE087H,BE4W,LFAQ,EPPO,49D304,2024-03-19,600.0,LFAQ,EPPO,BE4W,Z,OKRAH    ,AA57022607,,BE40
CTM1276,FA7X,LFML,LFPV,3B76B3,2024-03-19,826.0,LFPV,LFML,FA7X,M,FRAFB    ,AA57036966,,FA7X
AGH03A,BE20,LFKB,LFKB,399541,2024-03-19,1546.0,LFKB,LFKB,BE20,Z,FHFKB    ,AA57047150,,BE20
AGH03A,,,,399541,2024-03-19,1546.0,LFKB,LFKB,BE20,Z,FHFKB    ,AA57047150,,BE20
AGH06A,BE20,LFMN,LFKB,399541,2024-03-20,2320.0,LFMN,LFKB,BE20,Z,FHFKB    ,AA57080895,,BE20
EJU87PL,A320,LFPG,GMAD,440019,2024-03-19,549.0,LFPG,GMAD,A320,Z,OEICF    ,AA57021459,40688B,A320
ITY801,A20N,DAAG,LIRF,4CADAD,2024-03-19,1711.0,DAAG,LIRF,A20N,Z,EIHJE    ,AA57043192,,A20N
RYR8KE,B738,GMMX,LIRA,4CA802,2024-03-19,710.0,GMMX,LIRA,B738,Z,EIEKD    ,AA57028731,,B738
EVX72EV,,,,38189A,2024-03-19,802.0,LFBF,LFBF,AT76,Z,FWWEV    ,         ,,AT76
EVX72EV,,,,38189A,2024-03-21,1306.0,LFBF,LFBF,AT76,E,FWWEV    ,         ,,AT76
CTM1275,FA7X,LFML,LFPV,3B770D,2024-03-19,826.0,LFPV,LFML,FA7X,M,FRAFA    ,AA57039634,,FA7X
DLH577,A343,FACT,EDDF,3C64F3,2024-03-19,446.0,FACT,EDDF,A343,Z,DAIGS    ,AA57019661,,A343
TVF060,B738,LFMT,LFMT,3964E3,2024-03-19,1330.0,LFMT,LFMT,B738,Z,FGZHD    ,AA57041933,,B738
PGC12F,,,,44C06A,2024-03-19,945.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042036,,PC12
PGC12F,,,,44C06A,2024-03-19,956.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042137,,PC12
PGC12F,,,,44C06A,2024-03-19,1314.0,LFAQ,LFAQ,PC12,Z,OOPCJ    ,AA57044194,,PC12
PGC12F,,,,44C06A,2024-03-19,945.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042036,,PC12
PGC12F,,,,44C06A,2024-03-19,956.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042137,,PC12
PGC12F,,,,44C06A,2024-03-19,1314.0,LFAQ,LFAQ,PC12,Z,OOPCJ    ,AA57044194,,PC12
PGC12F,PC12,EBCI,LFQT,44C06A,2024-03-19,945.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042036,,PC12
PGC12F,PC12,EBCI,LFQT,44C06A,2024-03-19,956.0,LFQT,LFQT,PC12,Z,OOPCJ    ,AA57042137,,PC12
PGC12F,PC12,EBCI,LFQT,44C06A,2024-03-19,1314.0,LFAQ,LFAQ,PC12,Z,OOPCJ    ,AA57044194,,PC12
PGC32X,PC12,LFMA,EBCI,44C06A,2024-03-22,1443.0,LFLP,LFTZ,PC12,Z,OOPCA    ,AA57077574,44C061,PC12
THY5LY,A321,DAAG,LTFM,4BA9AA,2024-03-19,8.0,DAAG,LTFM,A321,Z,TCJMJ    ,AA57024089,,A321
FMY8042,TBM7,LFRN,LFRN,3AABFA,2024-03-19,1414.0,LFRN,LFRN,TBM7,M,FMABT    ,AA57043128,39D16B,TBM7
AFR454,A359,LFPG,SBGR,39CF00,2024-03-19,2241.0,LFPG,SBGR,A359,Z,FHTYO    ,AA57051665,39CF0E,A359
AFR454,A359,LFPG,SBGR,39CF00,2024-03-21,2259.0,LFPG,SBGR,A359,Z,FHTYD    ,AA57109472,39CF03,A359
FDX5021,B77L,EBLG,LFPG,AC297B,2024-03-20,1954.0,LFPG,KMEM,B77L,Z,N862FD   ,AA57078201,ABD6C6,B77L
FDX5021,B77L,VHHH,EBLG,AC297B,2024-03-20,1954.0,LFPG,KMEM,B77L,Z,N862FD   ,AA57078201,ABD6C6,B77L
THY6311,A332,DNMM,LSZH,39B227,2024-03-20,439.0,DNMM,LSZH,A332,Z,FHMRH    ,AA57047174,,A332
THY6311,A332,LSZH,LTFM,39B227,2024-03-20,439.0,DNMM,LSZH,A332,Z,FHMRH    ,AA57047174,,A332
ITY679,A332,SBGR,LIRF,4CA87C,2024-03-20,1001.0,SBGR,LIRF,A332,Z,EIEJG    ,AA57048440,,A332
ABD332,B744,HKJK,EBLG,4CC45A,2024-03-20,423.0,HKJK,EBLG,B744,Z,TFAMP    ,AA57051239,,B744
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,EC45,LFBD,LFBH,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,EC45,LFBH,LFBH,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
DRAGO17,,,,3B7BA3,2024-03-20,1520.0,LFBH,LFBH,EC45,P,FZBPH    ,AA57075095,,EC45
FMY8636,EC25,LFBP,LFDJ,3AABF3,2024-03-20,815.0,LFDJ,LFBP,EC25,M,FMCAB    ,AA57047928,,EC25
AIB28LR,,,,395CBB,2024-03-20,1300.0,LFBO,LFBO,A21N,E,FWXLR    ,         ,,A21N
FAF902,E3CF,LFOA,LFOA,3B77DD,2024-03-20,445.0,LFOA,LFOA,E3CF,M,FUJCA    ,AA57044105,,E3CF
FHYPF,P46T,LFKA,LFMD,39E1E5,2024-03-20,1454.0,LFKA,LFMD,P46T,Z,FHYPF    ,AA57048982,,P46T
FHYPF,P46T,LFBH,LFKA,39E1E5,2024-03-20,1454.0,LFKA,LFMD,P46T,Z,FHYPF    ,AA57048982,,P46T
NSZ3641,B38M,LFMN,EKCH,47C0FD,2024-03-20,2320.0,LFMN,EKCH,B38M,Z,LNFGH    ,AA57076614,,B38M
NAK107,BE58,LFBS,LFBT,393647,2024-03-20,1320.0,LFDH,LFMK,BE58,T,FGNSH    ,         ,,BE58
NAK107,BE58,LFBS,LFDH,393647,2024-03-20,1320.0,LFDH,LFMK,BE58,T,FGNSH    ,         ,,BE58
EDW85,A343,FACT,LSZH,4B1901,2024-03-20,359.0,FACT,LSZH,A343,Z,HBJMF    ,AA57045208,,A343
THY6080,A332,LFSB,LTFM,4BA9FA,2024-03-20,653.0,DNMM,LFSB,A332,Z,TCJOZ    ,AA57050993,,A332
THY6080,A332,DNMM,LFSB,4BA9FA,2024-03-20,653.0,DNMM,LFSB,A332,Z,TCJOZ    ,AA57050993,,A332
EJU58EL,,LFPO,EDDB,3C6677,2024-03-20,1722.0,LFPO,EDDB,A320,Z,OEINF    ,AA57060774,440237,A321
FGXAE,E55P,LFTH,LFPB,395C04,2024-03-20,1739.0,LFTH,LFPB,E55P,Z,FGXAE    ,AA57076094,AA790B,E55P
FGXAE,E55P,LFPB,LFTH,395C04,2024-03-20,1739.0,LFTH,LFPB,E55P,Z,FGXAE    ,AA57076094,AA790B,E55P
FDO5616,B350,LFRH,LFRC,3B7B22,2024-03-20,1310.0,LFRC,LFRH,B350,P,FZBGO    ,AA57072272,,B350
FDO5616,B350,LFRC,LFRH,3B7B22,2024-03-20,1310.0,LFRC,LFRH,B350,P,FZBGO    ,AA57072272,,B350
SWR283,B77W,FAOR,LSZH,4B191E,2024-03-20,336.0,FAOR,LSZH,B77W,Z,HBJNI    ,AA57046373,,B77W
CEV4519,TBM9,LFMI,LFBT,3B7F6B,2024-03-20,940.0,LFBT,LFBP,TBM9,M,FZCER    ,AA57068471,3B7F69,TBM9
CEV4519,TBM9,LFMI,LFBT,3B7F6B,2024-03-20,1103.0,LFBP,LFBC,TBM9,M,FZCER    ,AA57068472,3B7F69,TBM9
FMY8042,TBM7,LFRN,LFRD,3AABF9,2024-03-20,915.0,LFRD,LFRN,TBM7,M,FMABU    ,AA57047751,,TBM7
JFA56M,PC12,LFLB,LFLJ,4D02B0,2024-03-20,830.0,LFLB,LFLJ,PC12,Z,LXJFB    ,AA57048685,,PC12
AIB02IL,,,,38E83B,2024-03-20,824.0,LFBO,LFBO,A35K,E,FWMIL    ,         ,,A35K
ITY801,A20N,DAAG,LIRF,4CADE8,2024-03-20,1727.0,DAAG,LIRF,A20N,Z,EIHOH    ,AA57070483,,A20N
ITY675,A359,SBGR,LIRF,4CAD45,2024-03-20,430.0,SBGR,LIRF,A359,Z,EIIFB    ,AA57047552,,A359
CEV4519,TBM9,LFBP,LFBC,3B7F69,2024-03-20,804.0,LFMI,LFBT,TBM9,M,FZCEV    ,AA57056005,3B7F6B,TBM9
CEV4519,TBM9,LFBT,LFBP,3B7F69,2024-03-20,804.0,LFMI,LFBT,TBM9,M,FZCEV    ,AA57056005,3B7F6B,TBM9
RYR8KE,B38M,GMMX,LIRA,4CAD0F,2024-03-20,659.0,GMMX,LIRA,B38M,Z,EIHGW    ,AA57055456,,B38M
AFR454,A359,LFPG,SBGR,39CF0E,2024-03-20,2253.0,LFPG,SBGR,A359,Z,FHTYA    ,AA57079139,39CF00,A359
PGT67RR,,LFLL,LTFJ,0A0049,2024-03-20,1150.0,LFLL,LTFJ,A21N,Z,TCRBE    ,AA57059873,4BC845,B738
FGVCL,P32R,LFMV,LFMA,395562,2024-03-21,900.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57093704,,B190
FGVCL,P32R,LFMV,LFMA,395562,2024-03-21,1045.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57079653,,B190
FGVCL,P32R,LFMV,LFMA,395562,2024-03-21,1553.0,LFMV,LFMV,P32R,Z,FGVCL    ,         ,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,900.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57093704,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1045.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57079653,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1553.0,LFMV,LFMV,P32R,Z,FGVCL    ,         ,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,900.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57093704,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1045.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57079653,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1553.0,LFMV,LFMV,P32R,Z,FGVCL    ,         ,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,900.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57093704,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1045.0,LFMV,LFMA,P32R,Z,FGVCL    ,AA57079653,,B190
FGVCL,P32R,LFMA,LFMV,395562,2024-03-21,1553.0,LFMV,LFMV,P32R,Z,FGVCL    ,         ,,B190
SRR6374,B763,EDDK,LFLL,45CF22,2024-03-21,440.0,LFLL,LFBO,B763,Z,OYSYB    ,AA57062126,,B763
SRR6374,,EDDK,LFLL,45CF22,2024-03-21,440.0,LFLL,LFBO,B763,Z,OYSYB    ,AA57062126,,B763
SRR6374,B763,LFLL,LFBO,45CF22,2024-03-21,440.0,LFLL,LFBO,B763,Z,OYSYB    ,AA57062126,,B763
FNY50D1,E121,LFRH,LFOA,3B9BB1,2024-03-21,1033.0,LFOA,LFRH,E121,M,FYSBK    ,AA57075903,3B9BAA,E121
CTM1435,C130,LFBP,LFBP,3B771B,2024-03-21,1337.0,LFBP,LFBP,C130,M,FRAPB    ,AA57099137,,C130
CTM1435,C130,LFBP,LFBP,3B771B,2024-03-21,1337.0,LFBP,LFBP,C130,M,FRAPB    ,AA57099137,,C130
CTM1435,C130,LFBP,LFBP,3B771B,2024-03-21,1337.0,LFBP,LFBP,C130,M,FRAPB    ,AA57099137,,C130
SAMU59,,,,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,,,,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,,,,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,EC35,LFQQ,LFQQ,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,EC45,LFQQ,LFQQ,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,,,,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,,,,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,EC45,LFQQ,LFQQ,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
SAMU59,EC35,LFQQ,LFAC,39B5D1,2024-03-21,1310.0,LFQQ,LFAC,EC45,Z,FHNOR    ,AA57101789,,EC45
OCN133C,A332,FYWH,EDDF,3C15BE,2024-03-21,303.0,FYWH,EDDF,A332,Z,DAXGB    ,AA57074939,,A332
KFE908,GLEX,DNAA,LSGG,4D20AC,2024-03-21,1215.0,DNAA,LSGG,GLEX,Z,9HIII    ,AA57073119,,GLEX
NAK730A,BE58,LFGJ,LFSD,39364D,2024-03-21,840.0,LFGJ,LFSD,BE58,T,FGNSN    ,AA57081926,,BE58
NAK730A,BE58,LFLH,LFHY,39364D,2024-03-21,840.0,LFGJ,LFSD,BE58,T,FGNSN    ,AA57081926,,BE58
THY6397,A332,DAAG,LIMC,4BA9EF,2024-03-21,1859.0,DAAG,LIMC,A332,Z,TCJOO    ,AA57103623,,A332
THY6397,A332,LIMC,LTFM,4BA9EF,2024-03-21,1859.0,DAAG,LIMC,A332,Z,TCJOO    ,AA57103623,,A332
FAF6515,PC21,LFBG,LFBL,3B75EE,2024-03-21,1110.0,LFBL,LFBL,PC21,M,FRBFS    ,         ,,PC21
FAF6515,PC21,LFBG,LFBL,3B75EE,2024-03-21,1310.0,LFBG,LFBL,PC21,M,FAF6515  ,AA57099763,3B75F8,PC21
FAF6515,PC21,LFBG,LFBL,3B75EE,2024-03-21,1320.0,LFBL,LFBL,PC21,M,FRBFI    ,         ,3B75F8,PC21
FAF6515,PC21,LFBG,LFBL,3B75EE,2024-03-21,1334.0,LFBL,LFBG,PC21,M,FAF6515  ,AA57099764,3B75F8,PC21
FAF6515,PC21,LFBG,LFBL,3B75EE,2024-03-21,2018.0,LFBG,LFBI,PC21,M,FRBFD    ,AA57102500,3B75FD,PC21
FAF6515,PC21,LFBL,LFBG,3B75EE,2024-03-21,1110.0,LFBL,LFBL,PC21,M,FRBFS    ,         ,,PC21
FAF6515,PC21,LFBL,LFBG,3B75EE,2024-03-21,1310.0,LFBG,LFBL,PC21,M,FAF6515  ,AA57099763,3B75F8,PC21
FAF6515,PC21,LFBL,LFBG,3B75EE,2024-03-21,1320.0,LFBL,LFBL,PC21,M,FRBFI    ,         ,3B75F8,PC21
FAF6515,PC21,LFBL,LFBG,3B75EE,2024-03-21,1334.0,LFBL,LFBG,PC21,M,FAF6515  ,AA57099764,3B75F8,PC21
FAF6515,PC21,LFBL,LFBG,3B75EE,2024-03-21,2018.0,LFBG,LFBI,PC21,M,FRBFD    ,AA57102500,3B75FD,PC21
DLH573,B748,FAOR,EDDF,3C4B33,2024-03-21,237.0,FAOR,EDDF,B748,Z,DABYS    ,AA57074027,,B748
TJT35LX,,,,392DA7,2024-03-21,1922.0,LFJL,LFBO,B190,Z,FGLND    ,AA57098665,392DA3,B190
DLH507,B748,SBGR,EDDF,3C4B30,2024-03-21,717.0,SBGR,EDDF,B748,Z,DABYP    ,AA57078470,,B748
FMY8521,,,,3AAAD1,2024-03-21,1024.0,LFBP,LFBP,NH90,M,FMEAA    ,         ,,NH90
FMY8521,,,,3AAAD1,2024-03-21,1024.0,LFBP,LFBP,NH90,M,FMEAA    ,         ,,NH90
CTM1732,E121,LFOA,LFDH,3B7739,2024-03-21,1030.0,LFBT,LFBT,E121,M,FTEYA    ,         ,,E121
CTM1732,E121,LFBT,LFDH,3B7739,2024-03-21,1030.0,LFBT,LFBT,E121,M,FTEYA    ,         ,,E121
CTM1732,E121,LFDH,LFBT,3B7739,2024-03-21,1030.0,LFBT,LFBT,E121,M,FTEYA    ,         ,,E121
FMY88S2,AS32,LFMC,LFBP,3AAADD,2024-03-21,1443.0,LFBP,LFMC,AS32,M,FMCGU    ,AA57074092,3AAADF,AS32
FSF900V,PC12,LFNH,LSGG,462DD1,2024-03-21,906.0,LFNH,LSGG,PC12,Y,OHRJD    ,AA57074890,,PC12
FSF900V,PC12,LSGG,LFNH,462DD1,2024-03-21,906.0,LFNH,LSGG,PC12,Y,OHRJD    ,AA57074890,,PC12
DLH1317,A319,DAAG,EDDF,3C644A,2024-03-21,1229.0,DAAG,EDDF,A319,Z,DAIBJ    ,AA57090001,,A319
RYR49LK,B738,GMMX,LIRN,4D2286,2024-03-21,1914.0,GMMX,LIRN,B738,Z,9HQDP    ,AA57092435,,B738
FDX21,B77L,EBLG,LFPG,AC5868,2024-03-21,2008.0,LFPG,KMEM,B77L,Z,N884FD   ,AA57103962,AC2D32,B77L
FDX21,B77L,VHHH,EBLG,AC5868,2024-03-21,2008.0,LFPG,KMEM,B77L,Z,N884FD   ,AA57103962,AC2D32,B77L
OMA132,B789,LFPG,OOMS,70C0EF,2024-03-21,32.0,LFPG,OOMS,B788,Z,A4OSB    ,AA57075670,70C0CE,B789
OMA132,B789,LFPG,OOMS,70C0EF,2024-03-21,2023.0,LFPG,OOMS,B788,Z,A4OSB    ,AA57103997,70C0CE,B789
AOJF1,GLEX,LFMN,LIPH,4401A3,2024-03-21,1645.0,LFMN,LIPH,GLEX,Z,OELIT    ,AA57082058,3CF571,GLEX
CTM1280,F2TH,LFPV,LFKJ,3B76A4,2024-03-21,906.0,LFKJ,LFKJ,F2TH,M,FRAFD    ,         ,,F2TH
CTM1280,F2TH,LFPV,LFKJ,3B76A4,2024-03-21,1049.0,LFKJ,LFPV,F2TH,M,FRAFD    ,AA57081427,440BD6,F2TH
CTM1280,,LFKJ,LFPV,3B76A4,2024-03-21,906.0,LFKJ,LFKJ,F2TH,M,FRAFD    ,         ,,F2TH
CTM1280,,LFKJ,LFPV,3B76A4,2024-03-21,1049.0,LFKJ,LFPV,F2TH,M,FRAFD    ,AA57081427,440BD6,F2TH
CTM1280,F2TH,LFKJ,LFPV,3B76A4,2024-03-21,906.0,LFKJ,LFKJ,F2TH,M,FRAFD    ,         ,,F2TH
CTM1280,F2TH,LFKJ,LFPV,3B76A4,2024-03-21,1049.0,LFKJ,LFPV,F2TH,M,FRAFD    ,AA57081427,440BD6,F2TH
SAS80D,A20N,LFMN,ESSA,4CAD91,2024-03-21,950.0,LFMN,ESSA,A20N,Z,EISCA    ,AA57090302,,A20N
FHTMM,DA62,LFMN,LIRQ,39CD8C,2024-03-21,1006.0,LFMN,LIRQ,DA62,Z,FHTMM    ,AA57078468,,DA62
FHTMM,,,,39CD8C,2024-03-21,1006.0,LFMN,LIRQ,DA62,Z,FHTMM    ,AA57078468,,DA62
FHTMM,DA62,LIRQ,LFMN,39CD8C,2024-03-21,1006.0,LFMN,LIRQ,DA62,Z,FHTMM    ,AA57078468,,DA62
FMY8361,PUMA,LFQE,LFOK,3AABAE,2024-03-21,1425.0,LFSG,LFQE,PUMA,M,FMDAW    ,AA57069128,,PUMA
FMY8361,PUMA,LFOK,LFSG,3AABAE,2024-03-21,1425.0,LFSG,LFQE,PUMA,M,FMDAW    ,AA57069128,,PUMA
EJU801L,A319,LFBD,LFML,4405B6,2024-03-21,601.0,LFBD,LFML,A319,Z,OELQP    ,AA57076177,,A319
OCN139,A333,FYWH,EDDF,3C5B31,2024-03-21,237.0,FYWH,EDDF,A333,Z,DAFYQ    ,AA57073757,,A333
N700JV,TBM7,LFOR,LFLW,A9556A,2024-03-21,937.0,LFLW,LFOR,TBM7,Y,N700JV   ,AA57095016,A09E19,TBM7
N700JV,TBM7,LFLW,LFOR,A9556A,2024-03-21,937.0,LFLW,LFOR,TBM7,Y,N700JV   ,AA57095016,A09E19,TBM7
EAP35A,PA34,LFMP,LFMU,39C4C1,2024-03-21,1415.0,LFMP,LFMU,PA34,T,FHRGB    ,AA57100943,300618,PA34
EAP29A,PA34,LFMP,LFMU,39C4C1,2024-03-22,1410.0,LFMP,LFMU,P28A,Z,FHXYZ    ,AA57131342,39DF19,PA34
EAP29B,PA34,LFMU,LFMP,39C4C1,2024-03-22,1434.0,LFMU,LFMP,P28A,Z,FHXYZ    ,AA57131372,39DF19,PA34
EAP35B,PA34,LFMU,LFMP,39C4C1,2024-03-22,1810.0,LFMU,LFMP,P28A,Z,FGHBQ    ,AA57136541,391C30,PA34
EAP35A,PA34,LFMP,LFMU,39C4C1,2024-03-22,1730.0,LFMP,LFMU,P28A,Z,FGHBQ    ,AA57136527,391C30,PA34
ITY681,A359,SAEZ,LIRF,4CAD46,2024-03-21,359.0,SAEZ,LIRF,A359,Z,EIIFC    ,AA57071566,,A359
DAH3060,A332,DAAG,ZBAA,0A0084,2024-03-21,1326.0,DAAG,ZBAA,A332,Z,7TVJA    ,AA57100919,,A332
BEL39G,A333,DTTJ,EBBR,44CCC5,2024-03-21,252.0,FKYS,EBBR,A333,Z,OOSFE    ,AA57074359,,A333
UAE6AL,B77W,LFMN,OMDB,8964A8,2024-03-21,1330.0,LFMN,OMDB,B77W,Z,A6EQP    ,AA57093561,,B77W
ITY801,A20N,DAAG,LIRF,4CADDC,2024-03-21,1716.0,DAAG,LIRF,A20N,Z,EIHOC    ,AA57099108,,A20N
DLH569,A343,DNMM,EDDF,3C64C4,2024-03-21,325.0,DNMM,EDDF,A343,Z,DAIFD    ,AA57079298,,A343
FNY50D1,E121,LFOA,LFRH,3B9BAA,2024-03-21,800.0,LFRH,LFOA,E121,M,FYSBD    ,AA57075831,3B9BB1,E121
EIN55N,A320,LFLL,EIDW,4CA293,2024-03-22,1404.0,LFLL,EIDW,A320,Z,EIDEM    ,AA57113988,,A320
NOS4455,B38M,GOBD,LIPX,4CAC36,2024-03-22,802.0,GOBD,LIPX,B38M,Z,EIRZD    ,AA57115542,,B38M
ABP711,,LFPB,LKPR,4D00D5,2024-03-22,1606.0,LFPB,LKPR,E35L,Z,OKSLN    ,AA57105365,49D0C6,DH8D
FDX5217,B77L,VHHH,EBLG,ABF0C7,2024-03-22,2000.0,LFPG,KMEM,B77L,Z,N872FD   ,AA57134732,ABFE45,B77L
