(LF142220523NOR.                              
0133F1647LFPGLIMCAFR17YH  ZA320   Z  FGKXU                         220523AA47762778                                       1392AF4                                                                            
0134F1211LFPGWSSSAFR182   ZB77W   Z  FGZNK                                                                                13965AA                                                                            
0135F0803LFPGDAAGAFR1854  ZA320   Z  FHZFM                         220523AA47750202                                       139E4AC                                                                            
0136F1934LFPGEGPHAFR1886  ZA319   Z  FGRHY                         220523AA47766448                                       13944F8                                                                            
0137F1440LFPGLFMNAFR18BX  ZA320   Z  FHEPA                         220523AA47759077                                       13991E0                                                                            
0138F1104LFPGEDDBAFR18CJ  ZBCS3   Z  FHZUR                         220523AA47754010                                       139E691                                                                            
0139F2025LFMNLFPOAFR18DR  ZA320   Z  FGKXG                         220523AA47766022                                       1392AE6                                                                            
0140F1241LFRKLFLLAFR18DU  ZE170   Z  FHBXD                         220523AA47733626                                       13986E3                                                                            
0141F1906LFBOLFPOAFR18FH  ZA318   Z  FGUGM                         220523AA47766223                                       13950CC                                                                            
0142F0719LFPGLIMFAFR18HY  ZE190   Z  FHBLI                         220523AA47725970                                       1398568                                                                            
0143F1432LFPOLFBOAFR18KK  ZA320   Z  FHBNG                         220523AA47760310                                       13985A6                                                                            
0144F1528LFPGLIRFAFR18MY  ZA318   Z  FGUGL                         220523AA47763072                                       13950CB                                                                            
0145F1135LFPGEGLLAFR18NY  ZBCS3   Z  FHZUT                         220523AA47754698                                       139E693                                                                            
0146F1019LFMNLFPGAFR18PP  ZA320   Z  FHEPE                         220523AA47751565                                       13991E4                                                                            
0147F1211LFMNLFPOAFR18RE  ZA320   Z  FHBNJ                         220523AA47753846                                       13985A9                                                                            
0148F1756LFPOLFMNAFR18TT  ZA320   Z  FHBNJ                         220523AA47764554                                       13985A9                                                                            
0149F1053LFPGLFRBAFR18VZ  ZE170   Z  FHBXL                         220523AA47731388                                       13986EB                                                                            
0150F0832LFPGVOBLAFR194   ZA332   Z  FGZCH                                                                                1396447                                                                            
0151F2005LFPGLIPEAFR19DV  ZBCS3   Z  FHZUH                         220523AA47767192                                       139E687                                                                            
0152F1539LFPGEDDVAFR19FB  ZE170   Z  FHBXJ                         220523AA47736571                                       13986E9                                                                            
0153F0605LFPGEDDMAFR19FT  ZA319   Z  FGRHY                         220523AA47749706                                       13944F8                                                                            
0154F1337LFPOGMMNAFR19GF  ZA319   Z  FHDSJ                         220523AA47757206                                       1398E49                                                                            
0155F0733LFPGLOWWAFR19KV  ZBCS3   Z  FHZUP                         220523AA47749663                                       139E68F                                                                            
0156F1721LFPOLFBOAFR19QL  ZA318   Z  FGUGM                         220523AA47763893                                       13950CC                                                                            
0157F1147LFPGLFMTAFR19TN  ZA321   Z  FGTAQ                         220523AA47754565                                       1394C10                                                                            
0158F0415LFBOLFPGAFR19YQ  ZA321   Z  FGTAQ                         220523AA47744856                                       1394C10                                                                            
0159F1047LFPGVABBAFR212   ZB77W   Z  FGZNS                                                                                13965B2                                                                            
0160F1853LFPGEKBIAFR21AC  ZE190   Z  FHBLD                         220523AA47741106                                       1398563                                                                            
0161F0737LFPOLFMNAFR21DC  ZA320   Z  FGKXG                         220523AA47748759                                       1392AE6                                                                            
0162F1017LFPOLFBOAFR21VP  ZA320   Z  FHBNG                         220523AA47752957                                       13985A6                                                                            
0163F1554LFMLLFPGAFR21VT  ZA321   Z  FGTAP                         220523AA47756894                                       1394C0F                                                                            
0164F0827LFPGLEBBAFR21YB  ZE190   Z  FHBLE                         220523AA47727993                                       1398564                                                                            
0165F0859LFPGVIDPAFR226   ZB789   Z  FHRBC                                                                                139C422                                                                            
0166F1116LFMNLFPOAFR22CY  ZA318   Z  FGUGR                         220523AA47752619                                       13950D1                                                                            
